ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-id,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-event,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-pod_name,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_7e61-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-cum_pod
7212,create,paib-gpu/openb-pod-6930,6903
7213,create,paib-gpu/openb-pod-7068,6904
7214,create,paib-gpu/openb-pod-5616,6905
7215,create,paib-gpu/openb-pod-4804,6906
7216,create,paib-gpu/openb-pod-2736,6907
7217,create,paib-gpu/openb-pod-2830,6908
7218,create,paib-gpu/openb-pod-1966,6909
7219,create,paib-gpu/openb-pod-6056,6910
7220,create,paib-gpu/openb-pod-3576,6911
7221,create,paib-gpu/openb-pod-1566,6912
7222,failed,paib-gpu/openb-pod-3736,6912
7223,create,paib-gpu/openb-pod-4529,6913
7224,create,paib-gpu/openb-pod-1973,6914
7225,create,paib-gpu/openb-pod-4102,6915
7226,create,paib-gpu/openb-pod-6223,6916
7227,create,paib-gpu/openb-pod-3333,6917
7228,create,paib-gpu/openb-pod-2865,6918
7229,create,paib-gpu/openb-pod-0487,6919
7230,create,paib-gpu/openb-pod-4827,6920
7231,failed,paib-gpu/openb-pod-1252,6920
7232,failed,paib-gpu/openb-pod-7381,6920
7233,create,paib-gpu/openb-pod-1650,6921
7234,create,paib-gpu/openb-pod-5784,6922
7235,create,paib-gpu/openb-pod-2219,6923
7236,create,paib-gpu/openb-pod-4686,6924
7237,create,paib-gpu/openb-pod-4240,6925
7238,failed,paib-gpu/openb-pod-0136,6925
7239,create,paib-gpu/openb-pod-5934,6926
7240,create,paib-gpu/openb-pod-4111,6927
7241,create,paib-gpu/openb-pod-4913,6928
7242,create,paib-gpu/openb-pod-5855,6929
7243,failed,paib-gpu/openb-pod-4595,6929
7244,create,paib-gpu/openb-pod-4517,6930
7245,failed,paib-gpu/openb-pod-0991,6930
7246,create,paib-gpu/openb-pod-6369,6931
7247,create,paib-gpu/openb-pod-8045,6932
7248,create,paib-gpu/openb-pod-3922,6933
7249,create,paib-gpu/openb-pod-4515,6934
7250,create,paib-gpu/openb-pod-4712,6935
7251,create,paib-gpu/openb-pod-4063,6936
7252,create,paib-gpu/openb-pod-7186,6937
7253,create,paib-gpu/openb-pod-3379,6938
7254,create,paib-gpu/openb-pod-7726,6939
7255,create,paib-gpu/openb-pod-0898,6940
7256,create,paib-gpu/openb-pod-0303,6941
7257,create,paib-gpu/openb-pod-6722,6942
7258,create,paib-gpu/openb-pod-6361,6943
7259,create,paib-gpu/openb-pod-0150,6944
7260,create,paib-gpu/openb-pod-4337,6945
7261,create,paib-gpu/openb-pod-6943,6946
7262,create,paib-gpu/openb-pod-6281,6947
7263,create,paib-gpu/openb-pod-7634,6948
7264,failed,paib-gpu/openb-pod-0047,6948
7265,create,paib-gpu/openb-pod-5233,6949
7266,create,paib-gpu/openb-pod-0315,6950
7267,create,paib-gpu/openb-pod-3482,6951
7268,create,paib-gpu/openb-pod-5959,6952
7269,create,paib-gpu/openb-pod-3227,6953
7270,create,paib-gpu/openb-pod-7410,6954
7271,create,paib-gpu/openb-pod-4619,6955
7272,create,paib-gpu/openb-pod-0271,6956
7273,create,paib-gpu/openb-pod-5000,6957
7274,create,paib-gpu/openb-pod-6013,6958
7275,create,paib-gpu/openb-pod-2334,6959
7276,create,paib-gpu/openb-pod-4902,6960
7277,create,paib-gpu/openb-pod-5300,6961
7278,failed,paib-gpu/openb-pod-6000,6961
7279,create,paib-gpu/openb-pod-1946,6962
7280,create,paib-gpu/openb-pod-0862,6963
7281,create,paib-gpu/openb-pod-6444,6964
7282,create,paib-gpu/openb-pod-5149,6965
7283,create,paib-gpu/openb-pod-4080,6966
7284,create,paib-gpu/openb-pod-4695,6967
7285,create,paib-gpu/openb-pod-6913,6968
7286,create,paib-gpu/openb-pod-1950,6969
7287,create,paib-gpu/openb-pod-3610,6970
7288,create,paib-gpu/openb-pod-1256,6971
7289,create,paib-gpu/openb-pod-4924,6972
7290,create,paib-gpu/openb-pod-7597,6973
7291,create,paib-gpu/openb-pod-1362,6974
7292,create,paib-gpu/openb-pod-0252,6975
7293,create,paib-gpu/openb-pod-3439,6976
7294,create,paib-gpu/openb-pod-1261,6977
7295,create,paib-gpu/openb-pod-5850,6978
7296,create,paib-gpu/openb-pod-6732,6979
7297,create,paib-gpu/openb-pod-8123,6980
7298,create,paib-gpu/openb-pod-1172,6981
7299,create,paib-gpu/openb-pod-4895,6982
7300,create,paib-gpu/openb-pod-6536,6983
7301,create,paib-gpu/openb-pod-2345,6984
7302,create,paib-gpu/openb-pod-3931,6985
7303,create,paib-gpu/openb-pod-4746,6986
7304,create,paib-gpu/openb-pod-2243,6987
7305,create,paib-gpu/openb-pod-7806,6988
7306,create,paib-gpu/openb-pod-1439,6989
7307,create,paib-gpu/openb-pod-0305,6990
7308,create,paib-gpu/openb-pod-0145,6991
7309,create,paib-gpu/openb-pod-7529,6992
7310,create,paib-gpu/openb-pod-6145,6993
7311,create,paib-gpu/openb-pod-2086,6994
7312,create,paib-gpu/openb-pod-2121,6995
7313,create,paib-gpu/openb-pod-2600,6996
7314,create,paib-gpu/openb-pod-8007,6997
7315,create,paib-gpu/openb-pod-7650,6998
7316,create,paib-gpu/openb-pod-7475,6999
7317,create,paib-gpu/openb-pod-2409,7000
7318,create,paib-gpu/openb-pod-7552,7001
7319,create,paib-gpu/openb-pod-4807,7002
7320,create,paib-gpu/openb-pod-3661,7003
7321,create,paib-gpu/openb-pod-0412,7004
7322,create,paib-gpu/openb-pod-3920,7005
7323,create,paib-gpu/openb-pod-0699,7006
7324,create,paib-gpu/openb-pod-1686,7007
7325,create,paib-gpu/openb-pod-4894,7008
7326,create,paib-gpu/openb-pod-0465,7009
7327,failed,paib-gpu/openb-pod-7705,7009
7328,create,paib-gpu/openb-pod-7715,7010
7329,create,paib-gpu/openb-pod-4028,7011
7330,create,paib-gpu/openb-pod-1495,7012
7331,create,paib-gpu/openb-pod-3531,7013
7332,create,paib-gpu/openb-pod-0901,7014
7333,failed,paib-gpu/openb-pod-5018,7014
7334,create,paib-gpu/openb-pod-6453,7015
7335,failed,paib-gpu/openb-pod-7633,7015
7336,create,paib-gpu/openb-pod-7433,7016
7337,create,paib-gpu/openb-pod-6321,7017
7338,create,paib-gpu/openb-pod-1822,7018
7339,create,paib-gpu/openb-pod-4305,7019
7340,create,paib-gpu/openb-pod-4950,7020
7341,create,paib-gpu/openb-pod-4898,7021
7342,create,paib-gpu/openb-pod-1300,7022
7343,create,paib-gpu/openb-pod-3570,7023
7344,create,paib-gpu/openb-pod-3282,7024
7345,create,paib-gpu/openb-pod-3036,7025
7346,create,paib-gpu/openb-pod-1736,7026
7347,create,paib-gpu/openb-pod-2555,7027
7348,create,paib-gpu/openb-pod-6052,7028
7349,create,paib-gpu/openb-pod-4516,7029
7350,create,paib-gpu/openb-pod-0945,7030
7351,create,paib-gpu/openb-pod-6580,7031
7352,create,paib-gpu/openb-pod-2886,7032
7353,create,paib-gpu/openb-pod-0158,7033
7354,create,paib-gpu/openb-pod-7505,7034
7355,create,paib-gpu/openb-pod-7980,7035
7356,create,paib-gpu/openb-pod-1926,7036
7357,create,paib-gpu/openb-pod-3354,7037
7358,create,paib-gpu/openb-pod-7197,7038
7359,failed,paib-gpu/openb-pod-7270,7038
7360,create,paib-gpu/openb-pod-4394,7039
7361,create,paib-gpu/openb-pod-2428,7040
7362,create,paib-gpu/openb-pod-1098,7041
7363,create,paib-gpu/openb-pod-0051,7042
7364,create,paib-gpu/openb-pod-0993,7043
7365,create,paib-gpu/openb-pod-6122,7044
7366,create,paib-gpu/openb-pod-3284,7045
7367,create,paib-gpu/openb-pod-3411,7046
7368,create,paib-gpu/openb-pod-6168,7047
7369,create,paib-gpu/openb-pod-1485,7048
7370,create,paib-gpu/openb-pod-4637,7049
7371,create,paib-gpu/openb-pod-0439,7050
7372,create,paib-gpu/openb-pod-2416,7051
7373,create,paib-gpu/openb-pod-5148,7052
7374,create,paib-gpu/openb-pod-7853,7053
7375,create,paib-gpu/openb-pod-6751,7054
7376,create,paib-gpu/openb-pod-0595,7055
7377,create,paib-gpu/openb-pod-5933,7056
7378,create,paib-gpu/openb-pod-5103,7057
7379,create,paib-gpu/openb-pod-7000,7058
7380,create,paib-gpu/openb-pod-0027,7059
7381,create,paib-gpu/openb-pod-2565,7060
7382,create,paib-gpu/openb-pod-1226,7061
7383,create,paib-gpu/openb-pod-6717,7062
7384,create,paib-gpu/openb-pod-7832,7063
7385,create,paib-gpu/openb-pod-5023,7064
7386,create,paib-gpu/openb-pod-3513,7065
7387,create,paib-gpu/openb-pod-2038,7066
7388,create,paib-gpu/openb-pod-5087,7067
7389,create,paib-gpu/openb-pod-5002,7068
7390,create,paib-gpu/openb-pod-1768,7069
7391,create,paib-gpu/openb-pod-4714,7070
7392,failed,paib-gpu/openb-pod-4182,7070
7393,failed,paib-gpu/openb-pod-6577,7070
7394,create,paib-gpu/openb-pod-1453,7071
7395,create,paib-gpu/openb-pod-4639,7072
7396,create,paib-gpu/openb-pod-4702,7073
7397,create,paib-gpu/openb-pod-6397,7074
7398,create,paib-gpu/openb-pod-2368,7075
7399,create,paib-gpu/openb-pod-1598,7076
7400,create,paib-gpu/openb-pod-2451,7077
7401,create,paib-gpu/openb-pod-4602,7078
7402,create,paib-gpu/openb-pod-7926,7079
7403,create,paib-gpu/openb-pod-1721,7080
7404,create,paib-gpu/openb-pod-1666,7081
7405,failed,paib-gpu/openb-pod-3483,7081
7406,create,paib-gpu/openb-pod-0629,7082
7407,create,paib-gpu/openb-pod-0322,7083
7408,create,paib-gpu/openb-pod-3643,7084
7409,create,paib-gpu/openb-pod-6953,7085
7410,create,paib-gpu/openb-pod-3147,7086
7411,create,paib-gpu/openb-pod-6687,7087
7412,create,paib-gpu/openb-pod-2305,7088
7413,create,paib-gpu/openb-pod-6141,7089
7414,create,paib-gpu/openb-pod-0551,7090
7415,create,paib-gpu/openb-pod-4678,7091
7416,create,paib-gpu/openb-pod-1333,7092
7417,create,paib-gpu/openb-pod-5472,7093
7418,create,paib-gpu/openb-pod-7368,7094
7419,create,paib-gpu/openb-pod-7688,7095
7420,create,paib-gpu/openb-pod-5055,7096
7421,create,paib-gpu/openb-pod-1141,7097
7422,create,paib-gpu/openb-pod-1862,7098
7423,create,paib-gpu/openb-pod-0906,7099
7424,create,paib-gpu/openb-pod-4583,7100
7425,create,paib-gpu/openb-pod-6338,7101
7426,failed,paib-gpu/openb-pod-1920,7101
7427,create,paib-gpu/openb-pod-0500,7102
7428,create,paib-gpu/openb-pod-1730,7103
7429,create,paib-gpu/openb-pod-6188,7104
7430,create,paib-gpu/openb-pod-0521,7105
7431,create,paib-gpu/openb-pod-7667,7106
7432,create,paib-gpu/openb-pod-1488,7107
7433,create,paib-gpu/openb-pod-6828,7108
7434,create,paib-gpu/openb-pod-7778,7109
7435,failed,paib-gpu/openb-pod-2563,7109
7436,create,paib-gpu/openb-pod-7601,7110
7437,create,paib-gpu/openb-pod-6615,7111
7438,create,paib-gpu/openb-pod-5125,7112
7439,create,paib-gpu/openb-pod-3437,7113
7440,create,paib-gpu/openb-pod-5454,7114
7441,create,paib-gpu/openb-pod-2659,7115
7442,create,paib-gpu/openb-pod-2560,7116
7443,create,paib-gpu/openb-pod-6258,7117
7444,create,paib-gpu/openb-pod-6600,7118
7445,create,paib-gpu/openb-pod-5884,7119
7446,create,paib-gpu/openb-pod-1827,7120
7447,create,paib-gpu/openb-pod-4505,7121
7448,create,paib-gpu/openb-pod-5364,7122
7449,create,paib-gpu/openb-pod-1073,7123
7450,create,paib-gpu/openb-pod-5790,7124
7451,create,paib-gpu/openb-pod-6783,7125
7452,create,paib-gpu/openb-pod-6422,7126
7453,create,paib-gpu/openb-pod-1080,7127
7454,create,paib-gpu/openb-pod-6565,7128
7455,create,paib-gpu/openb-pod-6833,7129
7456,create,paib-gpu/openb-pod-3572,7130
7457,create,paib-gpu/openb-pod-2861,7131
7458,create,paib-gpu/openb-pod-0423,7132
7459,create,paib-gpu/openb-pod-7837,7133
7460,create,paib-gpu/openb-pod-0657,7134
7461,create,paib-gpu/openb-pod-2790,7135
7462,create,paib-gpu/openb-pod-5078,7136
7463,create,paib-gpu/openb-pod-2805,7137
7464,create,paib-gpu/openb-pod-7107,7138
7465,create,paib-gpu/openb-pod-3567,7139
7466,create,paib-gpu/openb-pod-3459,7140
7467,create,paib-gpu/openb-pod-5957,7141
7468,create,paib-gpu/openb-pod-2042,7142
7469,create,paib-gpu/openb-pod-5876,7143
7470,create,paib-gpu/openb-pod-3915,7144
7471,create,paib-gpu/openb-pod-0076,7145
7472,create,paib-gpu/openb-pod-8048,7146
7473,create,paib-gpu/openb-pod-5954,7147
7474,create,paib-gpu/openb-pod-5360,7148
7475,failed,paib-gpu/openb-pod-2482,7148
7476,create,paib-gpu/openb-pod-0770,7149
7477,create,paib-gpu/openb-pod-1874,7150
7478,create,paib-gpu/openb-pod-2261,7151
7479,create,paib-gpu/openb-pod-5424,7152
7480,create,paib-gpu/openb-pod-3515,7153
7481,create,paib-gpu/openb-pod-2820,7154
7482,create,paib-gpu/openb-pod-0174,7155
7483,failed,paib-gpu/openb-pod-7690,7155
7484,create,paib-gpu/openb-pod-2366,7156
7485,create,paib-gpu/openb-pod-0518,7157
7486,create,paib-gpu/openb-pod-1356,7158
7487,create,paib-gpu/openb-pod-6678,7159
7488,create,paib-gpu/openb-pod-4415,7160
7489,create,paib-gpu/openb-pod-1054,7161
7490,create,paib-gpu/openb-pod-6984,7162
7491,create,paib-gpu/openb-pod-3023,7163
7492,create,paib-gpu/openb-pod-6836,7164
7493,create,paib-gpu/openb-pod-5719,7165
7494,create,paib-gpu/openb-pod-5531,7166
7495,create,paib-gpu/openb-pod-0980,7167
7496,create,paib-gpu/openb-pod-7474,7168
7497,create,paib-gpu/openb-pod-4941,7169
7498,create,paib-gpu/openb-pod-2839,7170
7499,create,paib-gpu/openb-pod-1220,7171
7500,create,paib-gpu/openb-pod-2430,7172
7501,create,paib-gpu/openb-pod-6525,7173
7502,create,paib-gpu/openb-pod-8056,7174
7503,create,paib-gpu/openb-pod-2080,7175
7504,create,paib-gpu/openb-pod-6987,7176
7505,create,paib-gpu/openb-pod-4351,7177
7506,create,paib-gpu/openb-pod-1935,7178
7507,create,paib-gpu/openb-pod-1068,7179
7508,create,paib-gpu/openb-pod-1552,7180
7509,create,paib-gpu/openb-pod-4600,7181
7510,create,paib-gpu/openb-pod-3146,7182
7511,create,paib-gpu/openb-pod-3184,7183
7512,create,paib-gpu/openb-pod-2549,7184
7513,create,paib-gpu/openb-pod-0191,7185
7514,create,paib-gpu/openb-pod-1996,7186
7515,failed,paib-gpu/openb-pod-0534,7186
7516,create,paib-gpu/openb-pod-4036,7187
7517,create,paib-gpu/openb-pod-4123,7188
7518,create,paib-gpu/openb-pod-2427,7189
7519,create,paib-gpu/openb-pod-0344,7190
7520,create,paib-gpu/openb-pod-3335,7191
7521,create,paib-gpu/openb-pod-2660,7192
7522,create,paib-gpu/openb-pod-0235,7193
7523,create,paib-gpu/openb-pod-3001,7194
7524,create,paib-gpu/openb-pod-2147,7195
7525,create,paib-gpu/openb-pod-1319,7196
7526,create,paib-gpu/openb-pod-3054,7197
7527,create,paib-gpu/openb-pod-1610,7198
7528,create,paib-gpu/openb-pod-8100,7199
7529,create,paib-gpu/openb-pod-5941,7200
7530,create,paib-gpu/openb-pod-4802,7201
7531,create,paib-gpu/openb-pod-3026,7202
7532,create,paib-gpu/openb-pod-2260,7203
7533,create,paib-gpu/openb-pod-0246,7204
7534,create,paib-gpu/openb-pod-5054,7205
7535,failed,paib-gpu/openb-pod-6796,7205
7536,create,paib-gpu/openb-pod-2898,7206
7537,create,paib-gpu/openb-pod-4070,7207
7538,create,paib-gpu/openb-pod-4391,7208
7539,create,paib-gpu/openb-pod-6693,7209
7540,create,paib-gpu/openb-pod-2593,7210
7541,create,paib-gpu/openb-pod-6242,7211
7542,create,paib-gpu/openb-pod-7525,7212
7543,create,paib-gpu/openb-pod-0955,7213
7544,create,paib-gpu/openb-pod-3044,7214
7545,create,paib-gpu/openb-pod-1475,7215
7546,create,paib-gpu/openb-pod-2570,7216
7547,create,paib-gpu/openb-pod-1895,7217
7548,create,paib-gpu/openb-pod-7900,7218
7549,create,paib-gpu/openb-pod-6371,7219
7550,create,paib-gpu/openb-pod-4008,7220
7551,failed,paib-gpu/openb-pod-7314,7220
7552,create,paib-gpu/openb-pod-1744,7221
7553,create,paib-gpu/openb-pod-7245,7222
7554,create,paib-gpu/openb-pod-1295,7223
7555,create,paib-gpu/openb-pod-3937,7224
7556,failed,paib-gpu/openb-pod-4071,7224
7557,create,paib-gpu/openb-pod-2211,7225
7558,create,paib-gpu/openb-pod-7542,7226
7559,create,paib-gpu/openb-pod-4756,7227
7560,create,paib-gpu/openb-pod-1012,7228
7561,create,paib-gpu/openb-pod-3502,7229
7562,create,paib-gpu/openb-pod-7871,7230
7563,create,paib-gpu/openb-pod-4984,7231
7564,create,paib-gpu/openb-pod-2700,7232
7565,create,paib-gpu/openb-pod-5486,7233
7566,create,paib-gpu/openb-pod-3750,7234
7567,create,paib-gpu/openb-pod-4911,7235
7568,create,paib-gpu/openb-pod-2393,7236
7569,create,paib-gpu/openb-pod-7712,7237
7570,create,paib-gpu/openb-pod-4253,7238
7571,create,paib-gpu/openb-pod-1414,7239
7572,create,paib-gpu/openb-pod-6158,7240
7573,create,paib-gpu/openb-pod-7157,7241
7574,create,paib-gpu/openb-pod-3371,7242
7575,create,paib-gpu/openb-pod-5359,7243
7576,create,paib-gpu/openb-pod-3189,7244
7577,create,paib-gpu/openb-pod-7481,7245
7578,create,paib-gpu/openb-pod-7811,7246
7579,create,paib-gpu/openb-pod-0455,7247
7580,create,paib-gpu/openb-pod-7445,7248
7581,create,paib-gpu/openb-pod-3425,7249
7582,failed,paib-gpu/openb-pod-5298,7249
7583,create,paib-gpu/openb-pod-5913,7250
7584,create,paib-gpu/openb-pod-1519,7251
7585,create,paib-gpu/openb-pod-7101,7252
7586,create,paib-gpu/openb-pod-3929,7253
7587,create,paib-gpu/openb-pod-1711,7254
7588,failed,paib-gpu/openb-pod-6073,7254
7589,failed,paib-gpu/openb-pod-0812,7254
7590,create,paib-gpu/openb-pod-2202,7255
7591,failed,paib-gpu/openb-pod-7438,7255
7592,create,paib-gpu/openb-pod-6529,7256
7593,create,paib-gpu/openb-pod-1365,7257
7594,create,paib-gpu/openb-pod-5751,7258
7595,create,paib-gpu/openb-pod-4279,7259
7596,failed,paib-gpu/openb-pod-1664,7259
7597,create,paib-gpu/openb-pod-6153,7260
7598,failed,paib-gpu/openb-pod-2972,7260
7599,create,paib-gpu/openb-pod-6541,7261
7600,failed,paib-gpu/openb-pod-6240,7261
7601,create,paib-gpu/openb-pod-3938,7262
7602,create,paib-gpu/openb-pod-5322,7263
7603,create,paib-gpu/openb-pod-0336,7264
7604,create,paib-gpu/openb-pod-1317,7265
7605,create,paib-gpu/openb-pod-7816,7266
7606,create,paib-gpu/openb-pod-5560,7267
7607,create,paib-gpu/openb-pod-3193,7268
7608,create,paib-gpu/openb-pod-0545,7269
7609,create,paib-gpu/openb-pod-7328,7270
7610,create,paib-gpu/openb-pod-1199,7271
7611,create,paib-gpu/openb-pod-1153,7272
7612,create,paib-gpu/openb-pod-0045,7273
7613,create,paib-gpu/openb-pod-7836,7274
7614,create,paib-gpu/openb-pod-7025,7275
7615,create,paib-gpu/openb-pod-3158,7276
7616,create,paib-gpu/openb-pod-2115,7277
7617,create,paib-gpu/openb-pod-6583,7278
7618,create,paib-gpu/openb-pod-2985,7279
7619,failed,paib-gpu/openb-pod-7095,7279
7620,create,paib-gpu/openb-pod-7227,7280
7621,create,paib-gpu/openb-pod-3988,7281
7622,create,paib-gpu/openb-pod-4820,7282
7623,create,paib-gpu/openb-pod-4869,7283
7624,create,paib-gpu/openb-pod-4590,7284
7625,create,paib-gpu/openb-pod-7887,7285
7626,create,paib-gpu/openb-pod-6171,7286
7627,create,paib-gpu/openb-pod-3472,7287
7628,create,paib-gpu/openb-pod-3304,7288
7629,create,paib-gpu/openb-pod-1571,7289
7630,create,paib-gpu/openb-pod-2588,7290
7631,create,paib-gpu/openb-pod-0553,7291
7632,create,paib-gpu/openb-pod-6550,7292
7633,create,paib-gpu/openb-pod-5406,7293
7634,create,paib-gpu/openb-pod-7423,7294
7635,failed,paib-gpu/openb-pod-4273,7294
7636,failed,paib-gpu/openb-pod-5291,7294
7637,create,paib-gpu/openb-pod-0146,7295
7638,create,paib-gpu/openb-pod-0758,7296
7639,create,paib-gpu/openb-pod-4345,7297
7640,create,paib-gpu/openb-pod-7099,7298
7641,create,paib-gpu/openb-pod-4464,7299
7642,create,paib-gpu/openb-pod-6002,7300
7643,create,paib-gpu/openb-pod-6394,7301
7644,create,paib-gpu/openb-pod-2515,7302
7645,create,paib-gpu/openb-pod-3722,7303
7646,create,paib-gpu/openb-pod-0997,7304
7647,failed,paib-gpu/openb-pod-0462,7304
7648,failed,paib-gpu/openb-pod-4582,7304
7649,create,paib-gpu/openb-pod-4247,7305
7650,create,paib-gpu/openb-pod-1487,7306
7651,create,paib-gpu/openb-pod-6905,7307
7652,create,paib-gpu/openb-pod-3625,7308
7653,create,paib-gpu/openb-pod-7986,7309
7654,create,paib-gpu/openb-pod-3332,7310
7655,create,paib-gpu/openb-pod-6094,7311
7656,create,paib-gpu/openb-pod-0176,7312
7657,failed,paib-gpu/openb-pod-5529,7312
7658,create,paib-gpu/openb-pod-1322,7313
7659,create,paib-gpu/openb-pod-3166,7314
7660,failed,paib-gpu/openb-pod-3100,7314
7661,create,paib-gpu/openb-pod-2054,7315
7662,create,paib-gpu/openb-pod-2656,7316
7663,create,paib-gpu/openb-pod-4605,7317
7664,create,paib-gpu/openb-pod-2380,7318
7665,create,paib-gpu/openb-pod-7842,7319
7666,create,paib-gpu/openb-pod-5601,7320
7667,create,paib-gpu/openb-pod-5924,7321
7668,create,paib-gpu/openb-pod-5328,7322
7669,failed,paib-gpu/openb-pod-4016,7322
7670,create,paib-gpu/openb-pod-0580,7323
7671,create,paib-gpu/openb-pod-3645,7324
7672,create,paib-gpu/openb-pod-3933,7325
7673,create,paib-gpu/openb-pod-3021,7326
7674,create,paib-gpu/openb-pod-4578,7327
7675,create,paib-gpu/openb-pod-3347,7328
7676,create,paib-gpu/openb-pod-5096,7329
7677,create,paib-gpu/openb-pod-4158,7330
7678,create,paib-gpu/openb-pod-6254,7331
7679,create,paib-gpu/openb-pod-7144,7332
7680,create,paib-gpu/openb-pod-2365,7333
7681,create,paib-gpu/openb-pod-2579,7334
7682,failed,paib-gpu/openb-pod-5370,7334
7683,create,paib-gpu/openb-pod-0311,7335
7684,create,paib-gpu/openb-pod-7491,7336
7685,failed,paib-gpu/openb-pod-0458,7336
7686,create,paib-gpu/openb-pod-7782,7337
7687,create,paib-gpu/openb-pod-4557,7338
7688,create,paib-gpu/openb-pod-0611,7339
7689,create,paib-gpu/openb-pod-1922,7340
7690,create,paib-gpu/openb-pod-4818,7341
7691,create,paib-gpu/openb-pod-4330,7342
7692,create,paib-gpu/openb-pod-0139,7343
7693,create,paib-gpu/openb-pod-5309,7344
7694,create,paib-gpu/openb-pod-7217,7345
7695,create,paib-gpu/openb-pod-4343,7346
7696,create,paib-gpu/openb-pod-1684,7347
7697,failed,paib-gpu/openb-pod-4108,7347
7698,create,paib-gpu/openb-pod-5172,7348
7699,create,paib-gpu/openb-pod-3206,7349
7700,create,paib-gpu/openb-pod-7369,7350
7701,failed,paib-gpu/openb-pod-1783,7350
7702,create,paib-gpu/openb-pod-3909,7351
7703,create,paib-gpu/openb-pod-2545,7352
7704,failed,paib-gpu/openb-pod-7492,7352
7705,create,paib-gpu/openb-pod-7313,7353
7706,create,paib-gpu/openb-pod-5900,7354
7707,create,paib-gpu/openb-pod-1710,7355
7708,create,paib-gpu/openb-pod-7516,7356
7709,create,paib-gpu/openb-pod-8060,7357
7710,create,paib-gpu/openb-pod-1147,7358
7711,create,paib-gpu/openb-pod-2776,7359
7712,create,paib-gpu/openb-pod-7192,7360
7713,create,paib-gpu/openb-pod-6289,7361
7714,create,paib-gpu/openb-pod-3376,7362
7715,create,paib-gpu/openb-pod-1580,7363
7716,create,paib-gpu/openb-pod-3836,7364
7717,create,paib-gpu/openb-pod-6981,7365
7718,failed,paib-gpu/openb-pod-5994,7365
7719,create,paib-gpu/openb-pod-7725,7366
7720,create,paib-gpu/openb-pod-1477,7367
7721,create,paib-gpu/openb-pod-5931,7368
7722,create,paib-gpu/openb-pod-6284,7369
7723,create,paib-gpu/openb-pod-1915,7370
7724,create,paib-gpu/openb-pod-1835,7371
7725,create,paib-gpu/openb-pod-5143,7372
7726,create,paib-gpu/openb-pod-2258,7373
7727,create,paib-gpu/openb-pod-6855,7374
7728,create,paib-gpu/openb-pod-4970,7375
7729,create,paib-gpu/openb-pod-5295,7376
7730,create,paib-gpu/openb-pod-1310,7377
7731,create,paib-gpu/openb-pod-6962,7378
7732,create,paib-gpu/openb-pod-4571,7379
7733,create,paib-gpu/openb-pod-2948,7380
7734,create,paib-gpu/openb-pod-7198,7381
7735,failed,paib-gpu/openb-pod-7317,7381
7736,create,paib-gpu/openb-pod-0796,7382
7737,create,paib-gpu/openb-pod-7645,7383
7738,create,paib-gpu/openb-pod-4357,7384
7739,create,paib-gpu/openb-pod-4559,7385
7740,create,paib-gpu/openb-pod-2455,7386
7741,failed,paib-gpu/openb-pod-1354,7386
