ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-id,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-event,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-pod_name,ow_gpuspec33-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_f7e7-policy_GpuPacking1000desharemd3326-de_share-gs_best-scmd_3326-cum_pod
5191,create,paib-gpu/openb-pod-4495,4604
5192,failed,paib-gpu/openb-pod-5503,4604
5193,failed,paib-gpu/openb-pod-3588,4604
5194,failed,paib-gpu/openb-pod-8124,4604
5195,failed,paib-gpu/openb-pod-7484,4604
5196,create,paib-gpu/openb-pod-5321,4605
5197,create,paib-gpu/openb-pod-7913,4606
5198,create,paib-gpu/openb-pod-5968,4607
5199,create,paib-gpu/openb-pod-4167,4608
5200,failed,paib-gpu/openb-pod-4585,4608
5201,create,paib-gpu/openb-pod-0140,4609
5202,create,paib-gpu/openb-pod-4360,4610
5203,create,paib-gpu/openb-pod-0321,4611
5204,failed,paib-gpu/openb-pod-5469,4611
5205,create,paib-gpu/openb-pod-0335,4612
5206,failed,paib-gpu/openb-pod-0086,4612
5207,create,paib-gpu/openb-pod-5577,4613
5208,create,paib-gpu/openb-pod-1769,4614
5209,create,paib-gpu/openb-pod-6273,4615
5210,failed,paib-gpu/openb-pod-2557,4615
5211,create,paib-gpu/openb-pod-4652,4616
5212,create,paib-gpu/openb-pod-7756,4617
5213,failed,paib-gpu/openb-pod-2809,4617
5214,create,paib-gpu/openb-pod-5633,4618
5215,failed,paib-gpu/openb-pod-5812,4618
5216,create,paib-gpu/openb-pod-2398,4619
5217,create,paib-gpu/openb-pod-1717,4620
5218,create,paib-gpu/openb-pod-1030,4621
5219,create,paib-gpu/openb-pod-6303,4622
5220,create,paib-gpu/openb-pod-6079,4623
5221,failed,paib-gpu/openb-pod-1516,4623
5222,create,paib-gpu/openb-pod-1253,4624
5223,create,paib-gpu/openb-pod-4786,4625
5224,create,paib-gpu/openb-pod-0641,4626
5225,failed,paib-gpu/openb-pod-0382,4626
5226,create,paib-gpu/openb-pod-0864,4627
5227,create,paib-gpu/openb-pod-3470,4628
5228,failed,paib-gpu/openb-pod-2136,4628
5229,create,paib-gpu/openb-pod-2297,4629
5230,create,paib-gpu/openb-pod-0155,4630
5231,failed,paib-gpu/openb-pod-5497,4630
5232,create,paib-gpu/openb-pod-6150,4631
5233,create,paib-gpu/openb-pod-7647,4632
5234,failed,paib-gpu/openb-pod-0432,4632
5235,create,paib-gpu/openb-pod-7526,4633
5236,create,paib-gpu/openb-pod-0995,4634
5237,failed,paib-gpu/openb-pod-4093,4634
5238,create,paib-gpu/openb-pod-0394,4635
5239,create,paib-gpu/openb-pod-0776,4636
5240,create,paib-gpu/openb-pod-6082,4637
5241,failed,paib-gpu/openb-pod-7734,4637
5242,create,paib-gpu/openb-pod-1148,4638
5243,create,paib-gpu/openb-pod-4088,4639
5244,create,paib-gpu/openb-pod-3614,4640
5245,failed,paib-gpu/openb-pod-3564,4640
5246,create,paib-gpu/openb-pod-7996,4641
5247,create,paib-gpu/openb-pod-2531,4642
5248,create,paib-gpu/openb-pod-7403,4643
5249,create,paib-gpu/openb-pod-5314,4644
5250,create,paib-gpu/openb-pod-7161,4645
5251,create,paib-gpu/openb-pod-5283,4646
5252,create,paib-gpu/openb-pod-5761,4647
5253,create,paib-gpu/openb-pod-3941,4648
5254,create,paib-gpu/openb-pod-0547,4649
5255,create,paib-gpu/openb-pod-7357,4650
5256,failed,paib-gpu/openb-pod-3428,4650
5257,create,paib-gpu/openb-pod-2107,4651
5258,create,paib-gpu/openb-pod-2860,4652
5259,create,paib-gpu/openb-pod-2590,4653
5260,create,paib-gpu/openb-pod-6344,4654
5261,create,paib-gpu/openb-pod-1757,4655
5262,create,paib-gpu/openb-pod-3606,4656
5263,create,paib-gpu/openb-pod-7616,4657
5264,create,paib-gpu/openb-pod-6053,4658
5265,create,paib-gpu/openb-pod-4496,4659
5266,create,paib-gpu/openb-pod-5799,4660
5267,create,paib-gpu/openb-pod-4766,4661
5268,failed,paib-gpu/openb-pod-0200,4661
5269,create,paib-gpu/openb-pod-3501,4662
5270,create,paib-gpu/openb-pod-5718,4663
5271,create,paib-gpu/openb-pod-5717,4664
5272,failed,paib-gpu/openb-pod-1115,4664
5273,failed,paib-gpu/openb-pod-7581,4664
5274,create,paib-gpu/openb-pod-6711,4665
5275,failed,paib-gpu/openb-pod-3972,4665
5276,create,paib-gpu/openb-pod-7216,4666
5277,create,paib-gpu/openb-pod-2179,4667
5278,create,paib-gpu/openb-pod-6264,4668
5279,create,paib-gpu/openb-pod-6503,4669
5280,create,paib-gpu/openb-pod-0841,4670
5281,create,paib-gpu/openb-pod-4485,4671
5282,failed,paib-gpu/openb-pod-3463,4671
5283,create,paib-gpu/openb-pod-0813,4672
5284,create,paib-gpu/openb-pod-1305,4673
5285,failed,paib-gpu/openb-pod-4694,4673
5286,create,paib-gpu/openb-pod-1142,4674
5287,failed,paib-gpu/openb-pod-3818,4674
5288,failed,paib-gpu/openb-pod-2993,4674
5289,create,paib-gpu/openb-pod-2696,4675
5290,create,paib-gpu/openb-pod-4952,4676
5291,create,paib-gpu/openb-pod-7698,4677
5292,create,paib-gpu/openb-pod-6206,4678
5293,failed,paib-gpu/openb-pod-5548,4678
5294,create,paib-gpu/openb-pod-4170,4679
5295,create,paib-gpu/openb-pod-5301,4680
5296,create,paib-gpu/openb-pod-4219,4681
5297,failed,paib-gpu/openb-pod-8067,4681
5298,create,paib-gpu/openb-pod-6681,4682
5299,failed,paib-gpu/openb-pod-4982,4682
5300,failed,paib-gpu/openb-pod-6405,4682
5301,failed,paib-gpu/openb-pod-3639,4682
5302,failed,paib-gpu/openb-pod-4103,4682
5303,create,paib-gpu/openb-pod-4198,4683
5304,create,paib-gpu/openb-pod-3595,4684
5305,create,paib-gpu/openb-pod-4469,4685
5306,failed,paib-gpu/openb-pod-6625,4685
5307,create,paib-gpu/openb-pod-2822,4686
5308,create,paib-gpu/openb-pod-4915,4687
5309,create,paib-gpu/openb-pod-3840,4688
5310,failed,paib-gpu/openb-pod-5012,4688
5311,create,paib-gpu/openb-pod-2997,4689
5312,create,paib-gpu/openb-pod-7406,4690
5313,create,paib-gpu/openb-pod-0958,4691
5314,create,paib-gpu/openb-pod-1826,4692
5315,create,paib-gpu/openb-pod-3995,4693
5316,failed,paib-gpu/openb-pod-3085,4693
5317,create,paib-gpu/openb-pod-5173,4694
5318,failed,paib-gpu/openb-pod-3699,4694
5319,failed,paib-gpu/openb-pod-1766,4694
5320,failed,paib-gpu/openb-pod-7078,4694
5321,create,paib-gpu/openb-pod-0576,4695
5322,create,paib-gpu/openb-pod-4321,4696
5323,failed,paib-gpu/openb-pod-0055,4696
5324,failed,paib-gpu/openb-pod-4359,4696
5325,create,paib-gpu/openb-pod-6260,4697
5326,create,paib-gpu/openb-pod-0466,4698
5327,create,paib-gpu/openb-pod-7965,4699
5328,create,paib-gpu/openb-pod-6910,4700
5329,create,paib-gpu/openb-pod-7807,4701
5330,create,paib-gpu/openb-pod-5206,4702
5331,failed,paib-gpu/openb-pod-5021,4702
5332,create,paib-gpu/openb-pod-3511,4703
5333,create,paib-gpu/openb-pod-3993,4704
5334,create,paib-gpu/openb-pod-3542,4705
5335,create,paib-gpu/openb-pod-2556,4706
5336,create,paib-gpu/openb-pod-0070,4707
5337,failed,paib-gpu/openb-pod-3908,4707
5338,create,paib-gpu/openb-pod-0039,4708
5339,create,paib-gpu/openb-pod-0555,4709
5340,create,paib-gpu/openb-pod-3457,4710
5341,failed,paib-gpu/openb-pod-1344,4710
5342,create,paib-gpu/openb-pod-1522,4711
5343,create,paib-gpu/openb-pod-1069,4712
5344,create,paib-gpu/openb-pod-2810,4713
5345,create,paib-gpu/openb-pod-7563,4714
5346,create,paib-gpu/openb-pod-0965,4715
5347,create,paib-gpu/openb-pod-5909,4716
5348,failed,paib-gpu/openb-pod-2574,4716
5349,failed,paib-gpu/openb-pod-6291,4716
5350,create,paib-gpu/openb-pod-7708,4717
5351,failed,paib-gpu/openb-pod-3881,4717
5352,create,paib-gpu/openb-pod-6789,4718
5353,create,paib-gpu/openb-pod-6624,4719
5354,failed,paib-gpu/openb-pod-4878,4719
5355,failed,paib-gpu/openb-pod-5258,4719
5356,create,paib-gpu/openb-pod-3984,4720
5357,create,paib-gpu/openb-pod-6099,4721
5358,failed,paib-gpu/openb-pod-1170,4721
5359,create,paib-gpu/openb-pod-5494,4722
5360,create,paib-gpu/openb-pod-6804,4723
5361,create,paib-gpu/openb-pod-2964,4724
5362,create,paib-gpu/openb-pod-5567,4725
5363,create,paib-gpu/openb-pod-0220,4726
5364,create,paib-gpu/openb-pod-3454,4727
5365,create,paib-gpu/openb-pod-0890,4728
5366,create,paib-gpu/openb-pod-7275,4729
5367,create,paib-gpu/openb-pod-2765,4730
5368,failed,paib-gpu/openb-pod-7537,4730
5369,create,paib-gpu/openb-pod-4420,4731
5370,create,paib-gpu/openb-pod-4295,4732
5371,create,paib-gpu/openb-pod-3142,4733
5372,create,paib-gpu/openb-pod-6609,4734
5373,create,paib-gpu/openb-pod-1210,4735
5374,create,paib-gpu/openb-pod-5940,4736
5375,failed,paib-gpu/openb-pod-7753,4736
5376,create,paib-gpu/openb-pod-3082,4737
5377,create,paib-gpu/openb-pod-2131,4738
5378,create,paib-gpu/openb-pod-1161,4739
5379,create,paib-gpu/openb-pod-4964,4740
5380,create,paib-gpu/openb-pod-2998,4741
5381,create,paib-gpu/openb-pod-6689,4742
5382,create,paib-gpu/openb-pod-0911,4743
5383,create,paib-gpu/openb-pod-3598,4744
5384,create,paib-gpu/openb-pod-6795,4745
5385,create,paib-gpu/openb-pod-0674,4746
5386,create,paib-gpu/openb-pod-4217,4747
5387,create,paib-gpu/openb-pod-2170,4748
5388,failed,paib-gpu/openb-pod-3211,4748
5389,create,paib-gpu/openb-pod-5113,4749
5390,create,paib-gpu/openb-pod-5204,4750
5391,create,paib-gpu/openb-pod-1164,4751
5392,create,paib-gpu/openb-pod-2321,4752
5393,create,paib-gpu/openb-pod-3414,4753
5394,failed,paib-gpu/openb-pod-3676,4753
5395,create,paib-gpu/openb-pod-6562,4754
5396,create,paib-gpu/openb-pod-4839,4755
5397,failed,paib-gpu/openb-pod-0410,4755
5398,create,paib-gpu/openb-pod-2955,4756
5399,create,paib-gpu/openb-pod-7264,4757
5400,create,paib-gpu/openb-pod-6118,4758
5401,create,paib-gpu/openb-pod-0241,4759
5402,create,paib-gpu/openb-pod-5007,4760
5403,create,paib-gpu/openb-pod-4607,4761
5404,create,paib-gpu/openb-pod-3210,4762
5405,create,paib-gpu/openb-pod-1991,4763
5406,create,paib-gpu/openb-pod-3307,4764
5407,create,paib-gpu/openb-pod-4373,4765
5408,failed,paib-gpu/openb-pod-7951,4765
5409,failed,paib-gpu/openb-pod-0633,4765
5410,failed,paib-gpu/openb-pod-4105,4765
5411,create,paib-gpu/openb-pod-6976,4766
5412,failed,paib-gpu/openb-pod-7905,4766
5413,create,paib-gpu/openb-pod-2384,4767
5414,create,paib-gpu/openb-pod-5269,4768
5415,failed,paib-gpu/openb-pod-5995,4768
5416,create,paib-gpu/openb-pod-2280,4769
5417,failed,paib-gpu/openb-pod-0257,4769
5418,create,paib-gpu/openb-pod-4150,4770
5419,create,paib-gpu/openb-pod-6570,4771
5420,create,paib-gpu/openb-pod-3404,4772
5421,create,paib-gpu/openb-pod-3671,4773
5422,create,paib-gpu/openb-pod-1177,4774
5423,create,paib-gpu/openb-pod-2222,4775
5424,failed,paib-gpu/openb-pod-7201,4775
5425,create,paib-gpu/openb-pod-7335,4776
5426,create,paib-gpu/openb-pod-7864,4777
5427,create,paib-gpu/openb-pod-3549,4778
5428,failed,paib-gpu/openb-pod-4900,4778
5429,failed,paib-gpu/openb-pod-5785,4778
5430,failed,paib-gpu/openb-pod-3173,4778
5431,create,paib-gpu/openb-pod-8122,4779
5432,failed,paib-gpu/openb-pod-1435,4779
5433,failed,paib-gpu/openb-pod-8090,4779
5434,create,paib-gpu/openb-pod-6904,4780
5435,create,paib-gpu/openb-pod-1545,4781
5436,failed,paib-gpu/openb-pod-0332,4781
5437,create,paib-gpu/openb-pod-4455,4782
5438,create,paib-gpu/openb-pod-0883,4783
5439,create,paib-gpu/openb-pod-3503,4784
5440,create,paib-gpu/openb-pod-1025,4785
5441,create,paib-gpu/openb-pod-4774,4786
5442,failed,paib-gpu/openb-pod-2635,4786
5443,create,paib-gpu/openb-pod-1288,4787
5444,create,paib-gpu/openb-pod-7967,4788
5445,create,paib-gpu/openb-pod-6235,4789
5446,create,paib-gpu/openb-pod-3293,4790
5447,create,paib-gpu/openb-pod-0293,4791
5448,create,paib-gpu/openb-pod-1560,4792
5449,create,paib-gpu/openb-pod-0720,4793
5450,create,paib-gpu/openb-pod-0498,4794
5451,failed,paib-gpu/openb-pod-5326,4794
5452,create,paib-gpu/openb-pod-4214,4795
5453,create,paib-gpu/openb-pod-6139,4796
5454,create,paib-gpu/openb-pod-0429,4797
5455,create,paib-gpu/openb-pod-6750,4798
5456,failed,paib-gpu/openb-pod-3763,4798
5457,create,paib-gpu/openb-pod-3536,4799
5458,create,paib-gpu/openb-pod-2815,4800
5459,create,paib-gpu/openb-pod-6160,4801
5460,failed,paib-gpu/openb-pod-4140,4801
5461,create,paib-gpu/openb-pod-5587,4802
5462,failed,paib-gpu/openb-pod-8137,4802
5463,create,paib-gpu/openb-pod-1328,4803
5464,create,paib-gpu/openb-pod-3889,4804
5465,create,paib-gpu/openb-pod-4465,4805
5466,create,paib-gpu/openb-pod-3579,4806
5467,create,paib-gpu/openb-pod-4280,4807
5468,create,paib-gpu/openb-pod-5355,4808
5469,create,paib-gpu/openb-pod-3939,4809
5470,create,paib-gpu/openb-pod-0541,4810
5471,create,paib-gpu/openb-pod-3043,4811
5472,create,paib-gpu/openb-pod-3955,4812
5473,failed,paib-gpu/openb-pod-7310,4812
5474,create,paib-gpu/openb-pod-4873,4813
5475,failed,paib-gpu/openb-pod-2689,4813
5476,create,paib-gpu/openb-pod-0001,4814
5477,create,paib-gpu/openb-pod-8050,4815
5478,create,paib-gpu/openb-pod-1505,4816
5479,create,paib-gpu/openb-pod-3581,4817
5480,create,paib-gpu/openb-pod-7596,4818
5481,failed,paib-gpu/openb-pod-7658,4818
5482,failed,paib-gpu/openb-pod-7160,4818
5483,failed,paib-gpu/openb-pod-1048,4818
5484,failed,paib-gpu/openb-pod-5158,4818
5485,failed,paib-gpu/openb-pod-3079,4818
5486,create,paib-gpu/openb-pod-0801,4819
5487,create,paib-gpu/openb-pod-7003,4820
5488,create,paib-gpu/openb-pod-1106,4821
5489,create,paib-gpu/openb-pod-8147,4822
5490,create,paib-gpu/openb-pod-3260,4823
5491,create,paib-gpu/openb-pod-2967,4824
5492,create,paib-gpu/openb-pod-4220,4825
5493,failed,paib-gpu/openb-pod-0388,4825
5494,create,paib-gpu/openb-pod-2907,4826
5495,failed,paib-gpu/openb-pod-2592,4826
5496,create,paib-gpu/openb-pod-4668,4827
5497,create,paib-gpu/openb-pod-3814,4828
5498,create,paib-gpu/openb-pod-4718,4829
5499,create,paib-gpu/openb-pod-5714,4830
5500,create,paib-gpu/openb-pod-1888,4831
5501,create,paib-gpu/openb-pod-1893,4832
5502,create,paib-gpu/openb-pod-2911,4833
5503,create,paib-gpu/openb-pod-4310,4834
5504,failed,paib-gpu/openb-pod-7297,4834
5505,failed,paib-gpu/openb-pod-1786,4834
5506,create,paib-gpu/openb-pod-8113,4835
5507,create,paib-gpu/openb-pod-3240,4836
5508,create,paib-gpu/openb-pod-7319,4837
5509,create,paib-gpu/openb-pod-1075,4838
5510,failed,paib-gpu/openb-pod-7929,4838
5511,failed,paib-gpu/openb-pod-7372,4838
5512,create,paib-gpu/openb-pod-3562,4839
5513,create,paib-gpu/openb-pod-7082,4840
5514,failed,paib-gpu/openb-pod-4260,4840
5515,create,paib-gpu/openb-pod-6952,4841
5516,create,paib-gpu/openb-pod-7522,4842
5517,create,paib-gpu/openb-pod-0847,4843
5518,create,paib-gpu/openb-pod-6807,4844
5519,failed,paib-gpu/openb-pod-0607,4844
5520,create,paib-gpu/openb-pod-0028,4845
5521,create,paib-gpu/openb-pod-3764,4846
5522,create,paib-gpu/openb-pod-7305,4847
5523,create,paib-gpu/openb-pod-0508,4848
5524,create,paib-gpu/openb-pod-5634,4849
5525,create,paib-gpu/openb-pod-2046,4850
5526,create,paib-gpu/openb-pod-6825,4851
5527,create,paib-gpu/openb-pod-2142,4852
5528,failed,paib-gpu/openb-pod-1343,4852
5529,create,paib-gpu/openb-pod-4374,4853
5530,create,paib-gpu/openb-pod-4136,4854
5531,failed,paib-gpu/openb-pod-5853,4854
5532,failed,paib-gpu/openb-pod-7925,4854
5533,failed,paib-gpu/openb-pod-4680,4854
5534,create,paib-gpu/openb-pod-2036,4855
5535,create,paib-gpu/openb-pod-6006,4856
5536,create,paib-gpu/openb-pod-7919,4857
5537,create,paib-gpu/openb-pod-0546,4858
5538,failed,paib-gpu/openb-pod-5556,4858
5539,create,paib-gpu/openb-pod-3582,4859
5540,failed,paib-gpu/openb-pod-0488,4859
5541,create,paib-gpu/openb-pod-2188,4860
5542,failed,paib-gpu/openb-pod-6632,4860
5543,create,paib-gpu/openb-pod-7169,4861
5544,create,paib-gpu/openb-pod-7074,4862
5545,create,paib-gpu/openb-pod-7894,4863
5546,create,paib-gpu/openb-pod-1423,4864
5547,create,paib-gpu/openb-pod-2133,4865
5548,create,paib-gpu/openb-pod-3135,4866
5549,create,paib-gpu/openb-pod-7941,4867
5550,failed,paib-gpu/openb-pod-2958,4867
5551,create,paib-gpu/openb-pod-4125,4868
5552,create,paib-gpu/openb-pod-5459,4869
5553,failed,paib-gpu/openb-pod-2282,4869
5554,failed,paib-gpu/openb-pod-0772,4869
5555,create,paib-gpu/openb-pod-6519,4870
5556,create,paib-gpu/openb-pod-1166,4871
5557,create,paib-gpu/openb-pod-4908,4872
5558,create,paib-gpu/openb-pod-7903,4873
5559,failed,paib-gpu/openb-pod-5098,4873
5560,create,paib-gpu/openb-pod-7065,4874
5561,create,paib-gpu/openb-pod-6515,4875
5562,failed,paib-gpu/openb-pod-5638,4875
5563,failed,paib-gpu/openb-pod-7282,4875
5564,create,paib-gpu/openb-pod-4994,4876
5565,create,paib-gpu/openb-pod-0681,4877
5566,create,paib-gpu/openb-pod-5270,4878
5567,create,paib-gpu/openb-pod-1378,4879
5568,create,paib-gpu/openb-pod-6040,4880
5569,create,paib-gpu/openb-pod-1784,4881
5570,create,paib-gpu/openb-pod-6014,4882
5571,create,paib-gpu/openb-pod-1631,4883
5572,create,paib-gpu/openb-pod-2945,4884
5573,failed,paib-gpu/openb-pod-5724,4884
5574,create,paib-gpu/openb-pod-2278,4885
5575,create,paib-gpu/openb-pod-7134,4886
5576,create,paib-gpu/openb-pod-0350,4887
5577,failed,paib-gpu/openb-pod-6468,4887
5578,create,paib-gpu/openb-pod-2241,4888
5579,create,paib-gpu/openb-pod-3005,4889
5580,create,paib-gpu/openb-pod-1296,4890
5581,create,paib-gpu/openb-pod-1368,4891
5582,failed,paib-gpu/openb-pod-5649,4891
5583,create,paib-gpu/openb-pod-0843,4892
5584,create,paib-gpu/openb-pod-5075,4893
5585,create,paib-gpu/openb-pod-0366,4894
5586,create,paib-gpu/openb-pod-0700,4895
5587,create,paib-gpu/openb-pod-5114,4896
5588,create,paib-gpu/openb-pod-3033,4897
5589,failed,paib-gpu/openb-pod-3070,4897
5590,failed,paib-gpu/openb-pod-2308,4897
5591,create,paib-gpu/openb-pod-6142,4898
5592,create,paib-gpu/openb-pod-4775,4899
5593,create,paib-gpu/openb-pod-7718,4900
5594,failed,paib-gpu/openb-pod-6944,4900
5595,create,paib-gpu/openb-pod-0557,4901
5596,failed,paib-gpu/openb-pod-7476,4901
5597,create,paib-gpu/openb-pod-3609,4902
5598,create,paib-gpu/openb-pod-3800,4903
5599,create,paib-gpu/openb-pod-3847,4904
5600,create,paib-gpu/openb-pod-3176,4905
5601,failed,paib-gpu/openb-pod-0299,4905
5602,create,paib-gpu/openb-pod-2978,4906
5603,failed,paib-gpu/openb-pod-6343,4906
5604,create,paib-gpu/openb-pod-6214,4907
5605,create,paib-gpu/openb-pod-0276,4908
5606,failed,paib-gpu/openb-pod-7960,4908
5607,failed,paib-gpu/openb-pod-3389,4908
5608,create,paib-gpu/openb-pod-4401,4909
5609,failed,paib-gpu/openb-pod-1845,4909
5610,failed,paib-gpu/openb-pod-0778,4909
5611,create,paib-gpu/openb-pod-1833,4910
5612,create,paib-gpu/openb-pod-2281,4911
5613,failed,paib-gpu/openb-pod-1116,4911
5614,create,paib-gpu/openb-pod-0675,4912
5615,create,paib-gpu/openb-pod-7744,4913
5616,failed,paib-gpu/openb-pod-6445,4913
5617,create,paib-gpu/openb-pod-6027,4914
5618,create,paib-gpu/openb-pod-5606,4915
5619,create,paib-gpu/openb-pod-4852,4916
5620,failed,paib-gpu/openb-pod-7702,4916
5621,create,paib-gpu/openb-pod-2737,4917
5622,create,paib-gpu/openb-pod-5981,4918
5623,failed,paib-gpu/openb-pod-1952,4918
5624,create,paib-gpu/openb-pod-6372,4919
5625,create,paib-gpu/openb-pod-0568,4920
5626,create,paib-gpu/openb-pod-2390,4921
5627,failed,paib-gpu/openb-pod-1114,4921
5628,failed,paib-gpu/openb-pod-3620,4921
5629,create,paib-gpu/openb-pod-0251,4922
5630,create,paib-gpu/openb-pod-4110,4923
5631,failed,paib-gpu/openb-pod-2460,4923
5632,failed,paib-gpu/openb-pod-4731,4923
5633,create,paib-gpu/openb-pod-5689,4924
5634,create,paib-gpu/openb-pod-6797,4925
5635,create,paib-gpu/openb-pod-3287,4926
5636,create,paib-gpu/openb-pod-2169,4927
5637,create,paib-gpu/openb-pod-8125,4928
5638,create,paib-gpu/openb-pod-6830,4929
5639,create,paib-gpu/openb-pod-3950,4930
5640,create,paib-gpu/openb-pod-2774,4931
5641,create,paib-gpu/openb-pod-6762,4932
5642,create,paib-gpu/openb-pod-5827,4933
5643,create,paib-gpu/openb-pod-0859,4934
5644,failed,paib-gpu/openb-pod-0561,4934
5645,create,paib-gpu/openb-pod-5692,4935
5646,create,paib-gpu/openb-pod-6435,4936
5647,create,paib-gpu/openb-pod-1995,4937
5648,create,paib-gpu/openb-pod-0285,4938
5649,create,paib-gpu/openb-pod-0210,4939
5650,create,paib-gpu/openb-pod-4042,4940
5651,create,paib-gpu/openb-pod-3168,4941
5652,failed,paib-gpu/openb-pod-5904,4941
5653,failed,paib-gpu/openb-pod-4490,4941
5654,create,paib-gpu/openb-pod-6958,4942
5655,create,paib-gpu/openb-pod-4523,4943
5656,create,paib-gpu/openb-pod-0419,4944
5657,create,paib-gpu/openb-pod-6977,4945
5658,create,paib-gpu/openb-pod-4173,4946
5659,failed,paib-gpu/openb-pod-4238,4946
5660,create,paib-gpu/openb-pod-0744,4947
5661,create,paib-gpu/openb-pod-6849,4948
5662,create,paib-gpu/openb-pod-1997,4949
5663,create,paib-gpu/openb-pod-2517,4950
5664,create,paib-gpu/openb-pod-3627,4951
5665,create,paib-gpu/openb-pod-6504,4952
5666,create,paib-gpu/openb-pod-1303,4953
5667,create,paib-gpu/openb-pod-1420,4954
5668,create,paib-gpu/openb-pod-5493,4955
5669,failed,paib-gpu/openb-pod-4918,4955
5670,create,paib-gpu/openb-pod-3242,4956
5671,create,paib-gpu/openb-pod-4178,4957
5672,create,paib-gpu/openb-pod-3987,4958
5673,create,paib-gpu/openb-pod-2312,4959
5674,create,paib-gpu/openb-pod-0073,4960
5675,create,paib-gpu/openb-pod-2501,4961
5676,create,paib-gpu/openb-pod-6957,4962
5677,create,paib-gpu/openb-pod-5547,4963
5678,failed,paib-gpu/openb-pod-7629,4963
5679,create,paib-gpu/openb-pod-4392,4964
5680,create,paib-gpu/openb-pod-6377,4965
5681,create,paib-gpu/openb-pod-7731,4966
5682,failed,paib-gpu/openb-pod-5116,4966
5683,create,paib-gpu/openb-pod-0978,4967
5684,create,paib-gpu/openb-pod-0763,4968
5685,failed,paib-gpu/openb-pod-6723,4968
5686,create,paib-gpu/openb-pod-8094,4969
5687,failed,paib-gpu/openb-pod-0647,4969
5688,create,paib-gpu/openb-pod-5016,4970
5689,create,paib-gpu/openb-pod-7397,4971
5690,failed,paib-gpu/openb-pod-0492,4971
5691,create,paib-gpu/openb-pod-0705,4972
5692,create,paib-gpu/openb-pod-5474,4973
5693,create,paib-gpu/openb-pod-6088,4974
5694,create,paib-gpu/openb-pod-1799,4975
5695,failed,paib-gpu/openb-pod-7308,4975
5696,create,paib-gpu/openb-pod-6490,4976
5697,failed,paib-gpu/openb-pod-1828,4976
5698,create,paib-gpu/openb-pod-3853,4977
5699,create,paib-gpu/openb-pod-2337,4978
5700,failed,paib-gpu/openb-pod-6408,4978
5701,create,paib-gpu/openb-pod-6524,4979
5702,create,paib-gpu/openb-pod-5604,4980
5703,create,paib-gpu/openb-pod-6278,4981
5704,failed,paib-gpu/openb-pod-0064,4981
5705,create,paib-gpu/openb-pod-5607,4982
5706,failed,paib-gpu/openb-pod-6821,4982
5707,failed,paib-gpu/openb-pod-6610,4982
5708,create,paib-gpu/openb-pod-0696,4983
5709,create,paib-gpu/openb-pod-2101,4984
5710,create,paib-gpu/openb-pod-6256,4985
5711,create,paib-gpu/openb-pod-0952,4986
5712,failed,paib-gpu/openb-pod-0022,4986
5713,create,paib-gpu/openb-pod-6442,4987
5714,failed,paib-gpu/openb-pod-5687,4987
5715,create,paib-gpu/openb-pod-5111,4988
5716,create,paib-gpu/openb-pod-2285,4989
5717,create,paib-gpu/openb-pod-4904,4990
5718,create,paib-gpu/openb-pod-2301,4991
5719,create,paib-gpu/openb-pod-1382,4992
5720,failed,paib-gpu/openb-pod-0533,4992
5721,create,paib-gpu/openb-pod-7119,4993
5722,create,paib-gpu/openb-pod-1903,4994
5723,create,paib-gpu/openb-pod-1909,4995
5724,create,paib-gpu/openb-pod-0361,4996
