ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_ratio,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-origin_q124,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_milli,ow_multigpu40-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_dc6d-policy_FGD1000desharemda78a-de_share-gs_FGDScore-scmd_a78a-bellman_ratio
336986.97,19.35,6.66,228998.76,13.15
337062.32,19.36,6.67,228939.74,13.15
336547.96,19.34,6.65,228511.96,13.13
336671.76,19.36,6.67,228472.79,13.14
336509.02,19.36,6.67,228243.39,13.13
336367.31,19.36,6.67,228744.99,13.17
336200.37,19.36,6.67,228499.68,13.16
336514.85,19.39,6.7,228287.35,13.15
336222.84,19.37,6.68,228080.29,13.14
335882.7,19.38,6.69,227992.09,13.15
335882.7,19.38,6.69,227992.09,13.15
335518.27,19.4,6.71,227690.82,13.17
335406.14,19.41,6.71,228050.16,13.19
335298.93,19.41,6.72,228030.94,13.2
335306.45,19.42,6.73,228258.97,13.22
335326.23,19.43,6.74,227959.85,13.21
335132.72,19.43,6.74,228243.46,13.23
334834.72,19.42,6.72,227963.12,13.22
335147.28,19.44,6.75,228063.35,13.23
334984.54,19.45,6.75,227830.33,13.23
335260.33,19.47,6.78,227684.53,13.22
335097.59,19.47,6.78,227956.5,13.24
334990.37,19.47,6.78,227745.41,13.24
334997.89,19.48,6.79,227640.16,13.24
335017.67,19.49,6.8,228362.86,13.29
335017.67,19.49,6.8,228362.86,13.29
334824.16,19.49,6.8,228365.72,13.3
334947.96,19.51,6.82,228438.72,13.31
334947.96,19.51,6.82,228417.51,13.31
334785.22,19.51,6.82,228224.24,13.3
334622.47,19.52,6.82,228044.1,13.3
334400.37,19.51,6.81,227746.77,13.29
334111.09,19.49,6.8,227436.82,13.27
333965.18,19.5,6.8,227544.14,13.28
333841.14,19.5,6.81,227440.01,13.29
333848.66,19.51,6.82,227383.83,13.29
333868.43,19.52,6.83,227793.32,13.32
333659.87,19.51,6.82,227602.89,13.31
333659.87,19.51,6.82,227624.36,13.31
333659.87,19.51,6.82,227602.89,13.31
333466.36,19.51,6.82,227420.94,13.31
333097.84,19.49,6.8,227168.62,13.3
333221.64,19.51,6.82,227187.01,13.3
333058.9,19.52,6.82,226955.15,13.3
332896.16,19.52,6.82,226864.23,13.3
332939.01,19.53,6.84,226880.88,13.31
332814.97,19.53,6.84,226887.22,13.32
332633.72,19.53,6.84,227201.06,13.34
332474.83,19.54,6.84,226850.33,13.33
332271.22,19.54,6.84,226873.79,13.34
332395.02,19.55,6.86,226946.8,13.35
332395.02,19.55,6.86,226970.74,13.35
332232.28,19.56,6.86,226737.03,13.35
332069.54,19.56,6.87,226593.35,13.35
332069.54,19.56,6.87,226589.16,13.35
331054.15,19.59,6.9,226105.69,13.38
331080.18,19.6,6.91,226391.22,13.4
330972.97,19.61,6.91,226250.08,13.4
330678.0,19.59,6.9,226007.51,13.39
330496.75,19.59,6.9,225835.01,13.39
329481.36,19.63,6.93,225351.54,13.42
329312.37,19.63,6.94,225307.58,13.43
328992.37,19.61,6.92,224987.58,13.41
328798.86,19.61,6.92,225069.16,13.43
328798.86,19.61,6.92,225069.03,13.43
328794.78,19.62,6.93,225472.48,13.46
328759.44,19.63,6.94,224861.39,13.43
328883.24,19.65,6.96,224854.9,13.44
328675.24,19.64,6.95,224691.85,13.43
327659.86,19.68,6.98,224208.38,13.46
327497.12,19.68,6.99,224276.55,13.48
327497.12,19.68,6.99,224276.73,13.48
327334.38,19.68,6.99,223912.71,13.46
326714.18,19.69,7.0,223923.37,13.5
326520.67,19.69,7.0,223731.58,13.49
326644.47,19.71,7.02,223692.73,13.5
326809.73,19.73,7.04,223475.55,13.49
326191.08,19.7,7.01,222868.37,13.46
326191.08,19.7,7.01,222868.37,13.46
326049.37,19.7,7.01,223309.73,13.5
325882.42,19.71,7.01,223146.89,13.49
325758.38,19.71,7.02,222847.99,13.48
326015.66,19.73,7.04,223778.29,13.54
325657.33,19.72,7.02,223562.18,13.53
325697.66,19.73,7.04,222897.19,13.5
325797.46,19.74,7.05,223576.46,13.55
325921.25,19.76,7.07,223624.17,13.56
325758.51,19.76,7.07,223352.31,13.55
325616.81,19.77,7.07,223293.11,13.55
325638.63,19.78,7.09,223680.29,13.59
325514.59,19.78,7.09,223468.08,13.58
325333.34,19.78,7.09,223288.3,13.58
325164.35,19.78,7.09,223268.42,13.58
324970.84,19.79,7.09,223281.18,13.59
324970.84,19.79,7.09,223281.18,13.59
325094.64,19.8,7.11,223274.69,13.6
324079.25,19.84,7.15,222791.22,13.64
323916.51,19.84,7.15,222535.92,13.63
323753.77,19.84,7.15,222850.03,13.66
324037.83,19.87,7.17,222642.39,13.65
323930.62,19.87,7.18,222513.22,13.65
323938.13,19.88,7.19,222862.32,13.68
322922.75,19.92,7.23,222378.85,13.72
322765.22,19.91,7.22,222219.89,13.71
322596.23,19.91,7.22,222200.17,13.72
322297.66,19.9,7.21,221894.65,13.7
322104.16,19.9,7.21,221914.0,13.71
322227.95,19.92,7.23,221987.01,13.72
322227.95,19.92,7.23,221987.01,13.72
322065.21,19.92,7.23,221753.3,13.72
321688.41,19.9,7.21,221439.95,13.7
321525.67,19.91,7.21,221675.65,13.72
321761.77,19.93,7.23,221435.41,13.71
320746.39,19.96,7.27,220951.94,13.75
321060.87,19.99,7.3,220859.26,13.75
320879.62,19.99,7.3,221458.61,13.8
320501.1,19.97,7.28,221174.11,13.78
320530.97,19.98,7.29,220818.86,13.77
320313.53,19.97,7.28,220510.48,13.75
320109.93,19.97,7.28,220965.77,13.79
320233.73,19.99,7.3,221038.77,13.8
320070.99,20.0,7.3,220828.37,13.8
319908.25,20.0,7.31,220661.38,13.79
320200.86,20.02,7.33,220679.23,13.8
320076.82,20.03,7.33,220676.7,13.81
319726.58,20.03,7.34,221010.36,13.85
319533.07,20.03,7.34,220900.85,13.85
319845.63,20.06,7.37,221001.08,13.86
319845.63,20.06,7.37,220984.57,13.86
319556.35,20.05,7.35,220607.95,13.84
319393.61,20.05,7.36,220289.75,13.83
319419.64,20.06,7.37,220216.96,13.83
319445.67,20.07,7.38,220536.7,13.86
319067.14,20.05,7.36,220178.14,13.84
319067.14,20.05,7.36,220178.14,13.84
318959.93,20.06,7.37,219974.47,13.83
318778.68,20.06,7.37,219807.61,13.83
318609.69,20.06,7.37,220345.29,13.88
318416.18,20.06,7.37,220159.66,13.87
318539.98,20.08,7.39,220153.17,13.88
318377.24,20.09,7.39,219944.03,13.88
318653.02,20.11,7.42,220258.66,13.9
317637.64,20.15,7.46,219775.19,13.94
317474.9,20.15,7.46,219617.59,13.94
317367.69,20.16,7.46,219522.71,13.94
317367.69,20.16,7.46,219522.71,13.94
317186.44,20.16,7.46,219784.13,13.97
317110.72,20.17,7.47,219576.95,13.96
317234.51,20.19,7.49,219649.95,13.98
317031.34,20.18,7.48,219564.94,13.97
317196.59,20.19,7.5,219294.8,13.96
317123.3,20.2,7.51,219583.72,13.99
317149.32,20.21,7.52,219495.82,13.99
317416.83,20.24,7.54,219478.62,13.99
317309.62,20.24,7.55,219967.48,14.03
317128.37,20.24,7.55,219624.89,14.02
316959.38,20.25,7.55,219506.36,14.02
316959.38,20.25,7.55,219506.36,14.02
316765.87,20.25,7.55,220264.27,14.08
316889.67,20.27,7.57,220290.13,14.09
316726.93,20.27,7.58,220063.42,14.08
316946.2,20.29,7.6,220333.63,14.11
316946.2,20.29,7.6,220323.2,14.11
316783.46,20.29,7.6,220081.21,14.1
316676.25,20.3,7.61,219981.13,14.1
316676.25,20.3,7.61,219981.13,14.1
316683.76,20.31,7.62,220339.7,14.13
316683.76,20.31,7.62,220339.7,14.13
316842.77,20.33,7.64,220392.23,14.14
316649.26,20.33,7.64,220560.45,14.16
315633.88,20.37,7.68,220076.98,14.2
315757.68,20.39,7.7,220062.37,14.21
315594.94,20.39,7.7,219808.41,14.2
314579.55,20.43,7.74,219324.94,14.25
314605.58,20.45,7.75,219643.35,14.27
314228.36,20.43,7.74,219234.48,14.25
314228.36,20.43,7.74,219234.48,14.25
314065.62,20.43,7.74,219039.42,14.25
314286.4,20.45,7.76,218893.48,14.25
314543.68,20.48,7.78,218867.95,14.25
314374.69,20.48,7.79,219660.86,14.31
314083.91,20.46,7.77,219360.42,14.29
314083.91,20.46,7.77,219360.42,14.29
314218.4,20.48,7.79,219444.91,14.3
314530.97,20.51,7.82,219545.13,14.32
314556.99,20.53,7.83,219366.21,14.31
314394.25,20.53,7.84,219154.13,14.31
314394.25,20.53,7.84,219154.13,14.31
314394.25,20.53,7.84,219154.13,14.31
314420.28,20.54,7.85,219495.37,14.34
314420.28,20.54,7.85,219495.37,14.34
313404.89,20.58,7.89,219037.41,14.38
313404.89,20.58,7.89,219037.41,14.38
313297.68,20.59,7.9,218872.8,14.38
312955.67,20.57,7.88,218659.97,14.37
312774.42,20.57,7.88,218430.26,14.37
312794.2,20.58,7.89,219134.5,14.42
312600.69,20.59,7.89,219016.75,14.42
312724.49,20.61,7.91,219089.75,14.44
312750.51,20.62,7.93,218920.2,14.43
312587.77,20.62,7.93,218719.17,14.43
312587.77,20.62,7.93,218719.17,14.43
312441.86,20.63,7.93,218952.21,14.45
312441.86,20.63,7.93,218952.21,14.45
312317.82,20.63,7.94,218833.42,14.46
312136.57,20.63,7.94,218687.08,14.46
311967.58,20.64,7.94,218640.29,14.46
311757.79,20.63,7.93,218424.76,14.45
311564.28,20.63,7.93,218505.93,14.47
311688.07,20.65,7.96,218499.44,14.47
311579.31,20.64,7.95,218394.9,14.47
311210.78,20.62,7.93,218288.85,14.47
311210.78,20.62,7.93,218288.85,14.47
311210.78,20.62,7.93,218288.85,14.47
311048.04,20.63,7.93,218079.71,14.46
311048.04,20.63,7.93,218079.71,14.46
311323.83,20.65,7.96,218394.35,14.49
311161.09,20.65,7.96,218165.12,14.48
310145.7,20.7,8.01,217681.65,14.53
310038.49,20.7,8.01,217553.21,14.53
309857.24,20.71,8.01,217470.87,14.53
309688.25,20.71,8.02,217903.78,14.57
309494.74,20.71,8.02,217755.14,14.57
309494.74,20.71,8.02,217755.14,14.57
309618.54,20.73,8.04,217787.34,14.58
309837.81,20.75,8.06,217501.26,14.57
309675.07,20.76,8.06,217815.62,14.6
309465.27,20.75,8.05,217617.61,14.59
309465.27,20.75,8.05,217617.61,14.59
309465.27,20.75,8.05,217617.61,14.59
309302.53,20.75,8.06,217427.26,14.59
309195.32,20.76,8.06,217299.86,14.59
308802.08,20.74,8.04,216885.02,14.56
308620.83,20.74,8.05,217096.68,14.59
308451.84,20.74,8.05,217001.27,14.59
308258.33,20.74,8.05,216988.78,14.6
308382.13,20.76,8.07,216982.29,14.61
308219.39,20.77,8.07,216729.01,14.6
308219.39,20.77,8.07,216729.01,14.6
307840.86,20.75,8.06,216362.27,14.58
307840.86,20.75,8.06,216362.27,14.58
307840.86,20.75,8.06,216362.27,14.58
307678.12,20.75,8.06,216628.35,14.61
307843.38,20.77,8.08,216466.24,14.61
307554.92,20.78,8.09,216543.53,14.63
306539.54,20.82,8.13,216060.06,14.68
306539.54,20.82,8.13,216060.06,14.68
306370.55,20.83,8.13,215750.59,14.67
306177.04,20.83,8.13,215978.97,14.69
306300.83,20.85,8.16,215959.89,14.7
306138.09,20.85,8.16,215752.61,14.7
305975.35,20.86,8.16,216027.14,14.72
305975.35,20.86,8.16,216027.14,14.72
306267.96,20.88,8.19,215866.53,14.72
305889.44,20.86,8.17,215661.97,14.71
305591.44,20.85,8.16,215335.54,14.69
305656.17,20.86,8.17,215780.76,14.73
305656.17,20.86,8.17,215780.76,14.73
305499.87,20.86,8.16,215624.46,14.72
305499.87,20.86,8.16,215624.46,14.72
305757.14,20.88,8.19,215445.7,14.71
305459.14,20.86,8.17,215093.11,14.69
305300.25,20.87,8.17,214858.72,14.69
305121.36,20.87,8.18,215393.25,14.73
305245.16,20.89,8.2,215425.45,14.74
305082.42,20.9,8.2,215232.55,14.74
304919.68,20.9,8.21,215430.96,14.77
304773.76,20.9,8.21,215251.76,14.76
304838.49,20.92,8.23,215107.92,14.76
304657.24,20.92,8.23,215392.48,14.79
304488.25,20.92,8.23,215034.64,14.78
304294.74,20.92,8.23,215098.37,14.79
304294.74,20.92,8.23,215098.37,14.79
304418.54,20.95,8.26,215082.03,14.8
304016.53,20.93,8.23,214658.96,14.78
303853.79,20.93,8.24,214406.73,14.77
303879.82,20.94,8.25,214718.56,14.8
303733.91,20.95,8.26,214532.49,14.8
303798.63,20.96,8.27,214395.57,14.79
303806.15,20.98,8.28,214331.45,14.8
304075.69,21.0,8.31,215140.96,14.86
303882.18,21.0,8.31,215157.82,14.87
302866.79,21.05,8.36,214674.35,14.92
301851.41,21.1,8.4,214190.87,14.97
301975.2,21.12,8.43,214263.88,14.98
301812.46,21.12,8.43,213964.51,14.97
301977.72,21.14,8.45,214304.08,15.0
301977.72,21.14,8.45,214304.08,15.0
302020.58,21.16,8.47,214153.03,15.0
301896.54,21.16,8.47,213943.36,15.0
301904.05,21.18,8.48,213855.72,15.0
301735.06,21.18,8.49,214513.02,15.06
301541.55,21.18,8.49,214324.31,15.05
301163.03,21.16,8.47,213926.23,15.03
301475.59,21.2,8.5,214026.45,15.05
301640.85,21.22,8.52,213769.61,15.04
301478.11,21.22,8.53,213698.83,15.04
301320.58,21.21,8.52,213541.69,15.03
301320.58,21.21,8.52,213561.62,15.03
301139.76,21.2,8.51,213356.09,15.02
300977.02,21.21,8.51,213595.94,15.05
300869.81,21.21,8.52,213486.18,15.05
301016.55,21.23,8.54,213293.72,15.05
300847.56,21.24,8.54,214054.3,15.11
300654.05,21.24,8.55,213918.62,15.11
301216.38,21.28,8.59,213991.44,15.12
301216.38,21.28,8.59,213991.44,15.12
301216.38,21.28,8.59,213991.44,15.12
301053.64,21.29,8.6,213742.38,15.11
300890.9,21.29,8.6,213633.22,15.12
300744.98,21.3,8.6,213855.2,15.14
300620.94,21.3,8.61,213700.78,15.14
300256.52,21.34,8.65,213469.13,15.17
300095.46,21.34,8.65,213522.75,15.18
299916.38,21.34,8.65,213915.54,15.22
299712.77,21.34,8.65,213622.59,15.21
299605.56,21.35,8.66,213533.75,15.22
299424.31,21.35,8.66,213688.22,15.24
299035.78,21.33,8.64,213319.13,15.22
298876.89,21.34,8.65,213139.42,15.22
299111.81,21.36,8.67,213461.13,15.24
299235.61,21.39,8.69,213479.52,15.26
299072.87,21.39,8.7,213247.66,15.25
299329.41,21.42,8.72,213544.43,15.28
299183.49,21.42,8.73,213392.58,15.28
299248.22,21.44,8.75,213320.08,15.28
299066.97,21.44,8.75,213130.84,15.28
298688.45,21.42,8.73,212731.39,15.26
298519.46,21.42,8.73,213299.19,15.31
298325.95,21.43,8.73,213197.21,15.31
298449.74,21.45,8.76,213215.77,15.32
298287.0,21.45,8.76,212982.61,15.32
298583.82,21.48,8.79,213360.0,15.35
298416.87,21.49,8.79,212991.87,15.33
298292.84,21.49,8.8,212911.85,15.34
298300.35,21.51,8.81,212963.33,15.35
298003.32,21.49,8.8,213923.52,15.43
298127.12,21.52,8.82,213996.52,15.44
297964.38,21.52,8.83,213697.16,15.43
297984.75,21.53,8.84,213284.51,15.41
298260.54,21.56,8.87,213648.96,15.44
298114.62,21.57,8.87,213379.28,15.44
297916.62,21.55,8.86,213212.71,15.43
297792.59,21.56,8.87,213059.5,15.43
297792.59,21.56,8.87,213059.5,15.43
297705.75,21.57,8.88,212874.27,15.42
297713.27,21.58,8.89,213465.96,15.47
297733.05,21.59,8.9,213373.13,15.48
297867.53,21.61,8.92,213602.12,15.5
297991.33,21.64,8.95,213620.51,15.51
297828.59,21.64,8.95,213553.87,15.52
297536.58,21.63,8.93,213313.9,15.51
297004.13,21.65,8.96,213855.04,15.59
297127.93,21.68,8.98,213843.51,15.6
296965.19,21.68,8.99,213591.77,15.59
296802.45,21.68,8.99,213936.68,15.63
296594.45,21.67,8.98,213732.82,15.62
296205.93,21.65,8.96,213567.06,15.61
296048.71,21.66,8.96,212956.51,15.58
296341.32,21.69,8.99,212805.48,15.57
296243.31,21.69,9.0,212624.2,15.57
296119.27,21.7,9.01,212433.12,15.57
295938.02,21.7,9.01,213175.15,15.63
295640.99,21.69,8.99,213015.3,15.63
295640.99,21.69,8.99,213015.3,15.63
296203.31,21.73,9.04,213079.19,15.64
296040.57,21.74,9.05,212791.5,15.63
296040.57,21.74,9.05,212762.9,15.62
295877.83,21.74,9.05,213084.13,15.66
294862.45,21.8,9.1,212600.66,15.72
295124.51,21.82,9.13,212684.46,15.73
294868.46,21.82,9.13,212305.48,15.71
294670.46,21.81,9.12,212197.4,15.71
294713.31,21.83,9.13,212050.14,15.7
294778.04,21.84,9.15,211970.26,15.71
294409.52,21.82,9.13,212167.69,15.73
294228.27,21.83,9.14,211962.7,15.72
294228.27,21.83,9.14,211991.61,15.73
294497.8,21.86,9.16,211846.27,15.72
294304.29,21.86,9.16,212553.62,15.79
293288.91,21.91,9.22,212070.15,15.84
293412.7,21.94,9.25,212007.77,15.85
293044.18,21.92,9.23,211616.19,15.83
292881.44,21.92,9.23,211410.0,15.82
292267.5,21.94,9.25,211552.14,15.88
292098.51,21.95,9.25,211299.7,15.87
291905.0,21.95,9.25,211195.1,15.88
291746.23,21.94,9.25,211036.33,15.87
291870.03,21.96,9.27,211017.25,15.88
291707.29,21.97,9.28,210809.97,15.88
291509.29,21.96,9.26,210642.5,15.87
291509.29,21.96,9.26,210613.59,15.86
291535.31,21.97,9.28,210542.37,15.87
291811.1,22.0,9.31,210853.07,15.9
291703.89,22.01,9.32,210566.92,15.89
291325.36,21.99,9.3,211010.36,15.93
291144.11,21.99,9.3,210746.22,15.92
291144.11,21.99,9.3,210776.81,15.92
291173.99,22.01,9.31,210603.92,15.92
291298.38,22.03,9.33,211159.44,15.97
291422.18,22.05,9.36,211207.15,15.98
291448.2,22.07,9.38,211037.24,15.98
291285.46,22.07,9.38,211233.59,16.01
291467.55,22.1,9.41,211112.16,16.01
291671.51,22.12,9.43,210887.3,16.0
291490.26,22.13,9.43,211777.44,16.08
291362.01,22.13,9.44,211594.6,16.07
290997.59,22.17,9.48,211318.84,16.1
290769.39,22.17,9.48,211241.96,16.11
291044.19,22.2,9.51,211468.04,16.13
291051.71,22.22,9.53,211337.28,16.13
290882.72,22.22,9.53,211166.3,16.13
290882.72,22.22,9.53,211166.3,16.13
290689.21,22.22,9.53,211628.43,16.18
290813.01,22.25,9.56,211646.83,16.19
290650.27,22.26,9.56,211361.87,16.18
290487.53,22.26,9.57,211669.56,16.22
290780.14,22.29,9.6,211506.14,16.21
290844.86,22.31,9.62,211382.92,16.21
290663.61,22.31,9.62,211828.54,16.26
290876.63,22.34,9.65,211496.59,16.24
290683.12,22.34,9.65,212162.17,16.31
290806.92,22.37,9.68,212235.17,16.32
290418.4,22.35,9.65,211839.63,16.3
290694.18,22.38,9.68,211627.99,16.29
290531.44,22.38,9.69,211481.22,16.29
290373.91,22.37,9.68,211332.14,16.28
290227.99,22.38,9.69,211715.04,16.32
290227.99,22.38,9.69,211693.52,16.32
289849.47,22.36,9.66,211601.67,16.32
289551.47,22.34,9.65,211290.48,16.3
289616.2,22.36,9.67,211033.61,16.29
289816.96,22.38,9.69,211601.44,16.34
289527.68,22.37,9.67,211293.25,16.32
289358.69,22.37,9.68,211252.91,16.33
289353.95,22.38,9.69,211296.61,16.35
289353.95,22.38,9.69,211296.61,16.35
289477.75,22.41,9.72,211257.43,16.36
289477.75,22.41,9.72,211281.37,16.36
289315.0,22.42,9.72,211051.98,16.35
289173.3,22.42,9.73,211806.63,16.42
289502.09,22.46,9.76,211794.72,16.43
289137.66,22.5,9.81,211563.06,16.46
289030.45,22.51,9.81,211474.23,16.47
288814.91,22.5,9.81,211044.09,16.44
288633.66,22.5,9.81,211237.79,16.47
288464.67,22.51,9.81,211047.36,16.47
288271.16,22.51,9.82,210881.11,16.47
288197.72,22.52,9.83,212530.52,16.61
288321.52,22.55,9.86,212533.47,16.62
288321.52,22.55,9.86,212533.47,16.62
287306.13,22.61,9.92,212075.51,16.69
287168.63,22.62,9.92,211829.23,16.68
287001.69,22.62,9.93,212698.72,16.77
286834.74,22.63,9.93,212102.76,16.73
287149.23,22.66,9.97,211903.91,16.72
287170.86,22.68,9.99,213369.55,16.85
287294.66,22.71,10.01,213442.55,16.87
287131.92,22.71,10.02,213143.19,16.86
287131.92,22.71,10.02,213143.19,16.86
286969.18,22.72,10.02,213418.31,16.89
287151.26,22.74,10.05,213251.1,16.89
287355.22,22.77,10.08,213087.09,16.89
287198.86,22.76,10.07,212931.18,16.88
286183.47,22.83,10.13,212447.71,16.94
286002.22,22.83,10.14,213293.62,17.03
285794.22,22.82,10.12,213067.05,17.01
285814.0,22.83,10.14,212921.8,17.01
285626.55,22.84,10.14,212861.88,17.02
285626.55,22.84,10.14,212861.88,17.02
285328.55,22.82,10.13,212556.45,17.0
285546.76,22.85,10.16,211965.24,16.96
285704.01,22.88,10.19,211629.53,16.95
285827.81,22.91,10.22,211613.19,16.96
285827.81,22.91,10.22,211613.19,16.96
285993.06,22.94,10.24,211373.5,16.95
285851.36,22.94,10.25,211814.72,17.0
285684.41,22.95,10.26,211335.55,16.98
285481.23,22.94,10.24,211092.5,16.96
285795.72,22.97,10.28,211316.71,16.98
285614.47,22.97,10.28,212128.11,17.06
285322.46,22.96,10.26,211852.96,17.04
285545.57,22.98,10.29,211135.67,16.99
285366.68,22.99,10.3,211726.69,17.06
285163.51,22.98,10.28,211478.66,17.04
285163.51,22.98,10.28,211478.66,17.04
285414.73,23.01,10.32,211071.06,17.02
285027.89,23.0,10.3,210540.82,16.99
285151.69,23.02,10.33,210543.77,17.0
285151.69,23.02,10.33,210543.77,17.0
284988.95,23.03,10.34,210272.26,16.99
284847.24,23.04,10.34,210715.38,17.04
284737.51,23.05,10.35,210441.59,17.03
284775.31,23.06,10.37,211751.92,17.15
284899.11,23.09,10.4,211824.93,17.17
284896.53,23.11,10.42,211191.47,17.13
284478.24,23.08,10.39,210798.84,17.1
284315.5,23.09,10.4,210516.09,17.1
284173.79,23.1,10.4,210442.49,17.1
284173.79,23.1,10.4,210421.59,17.1
284173.79,23.1,10.4,210443.64,17.1
284006.84,23.1,10.41,210810.44,17.15
283882.8,23.11,10.42,210528.88,17.14
283601.98,23.09,10.4,210257.13,17.12
283502.22,23.1,10.41,210359.96,17.14
283502.22,23.1,10.41,210359.96,17.14
282486.84,23.17,10.48,209876.49,17.22
282486.84,23.17,10.48,209861.06,17.21
283049.16,23.23,10.53,209924.95,17.23
283049.16,23.23,10.53,209945.85,17.23
282941.63,23.22,10.53,209847.63,17.22
282778.89,23.23,10.53,209595.0,17.22
282637.18,23.23,10.54,209964.39,17.26
282446.36,23.22,10.53,209782.63,17.25
282279.41,23.23,10.54,209399.87,17.23
282310.97,23.25,10.55,209610.43,17.26
282186.93,23.25,10.56,209520.85,17.27
281900.15,23.25,10.56,209110.85,17.25
282138.18,23.28,10.59,209909.15,17.32
281979.28,23.29,10.59,209558.12,17.31
281800.39,23.29,10.6,209850.8,17.34
280785.01,23.36,10.67,209367.33,17.42
280673.59,23.37,10.68,208637.43,17.37
280591.08,23.38,10.69,208875.02,17.4
280218.56,23.36,10.67,208453.3,17.38
279203.18,23.43,10.74,207969.83,17.45
278187.79,23.5,10.81,207486.36,17.53
278187.79,23.5,10.81,207503.83,17.53
278913.16,23.57,10.88,207529.08,17.54
278529.03,23.55,10.85,207705.12,17.56
278555.05,23.57,10.87,207532.05,17.56
278581.08,23.58,10.89,207377.26,17.56
278418.34,23.59,10.9,207189.54,17.55
278418.34,23.59,10.9,207168.64,17.55
278842.38,23.63,10.94,207602.28,17.59
278661.13,23.64,10.94,207335.68,17.59
278492.14,23.64,10.95,207151.27,17.59
278298.63,23.65,10.95,208135.1,17.68
278259.69,23.68,10.99,207995.87,17.7
278096.95,23.69,11.0,207830.71,17.7
277951.03,23.7,11.01,208151.85,17.75
278015.76,23.72,11.03,207845.17,17.73
277701.95,23.7,11.01,207444.47,17.71
277520.7,23.71,11.01,207382.23,17.72
277540.47,23.72,11.03,207769.19,17.76
277540.47,23.72,11.03,207769.19,17.76
277346.96,23.73,11.04,207627.18,17.76
277470.76,23.76,11.07,207674.89,17.78
277818.15,23.8,11.1,207381.18,17.76
277655.41,23.8,11.11,207729.93,17.81
277447.12,23.79,11.1,207498.86,17.79
277473.15,23.81,11.12,207304.89,17.79
277365.94,23.82,11.13,207750.78,17.84
277715.94,23.86,11.17,207541.74,17.83
277393.32,23.84,11.15,207290.94,17.82
277224.33,23.85,11.15,207991.01,17.89
277030.82,23.85,11.16,207797.55,17.89
277030.82,23.85,11.16,207819.89,17.89
277154.62,23.88,11.19,207852.09,17.91
277180.65,23.9,11.21,207687.1,17.91
277549.16,23.94,11.25,207546.67,17.9
277386.42,23.95,11.25,207836.81,17.94
277279.2,23.96,11.26,207737.58,17.95
277057.36,23.94,11.25,207560.73,17.94
276876.11,23.95,11.25,207395.21,17.94
276895.89,23.97,11.27,207300.04,17.94
276895.89,23.97,11.27,207301.81,17.94
276702.38,23.97,11.28,208081.55,18.03
276702.38,23.97,11.28,208081.55,18.03
276201.13,23.94,11.25,207530.93,17.99
276201.13,23.94,11.25,207530.93,17.99
276324.93,23.97,11.28,207578.64,18.01
276162.19,23.98,11.29,207393.53,18.01
276327.45,24.01,11.31,207239.08,18.0
276327.45,24.01,11.31,207239.08,18.0
276181.53,24.01,11.32,207547.7,18.05
276181.53,24.01,11.32,207547.7,18.05
276246.26,24.04,11.34,207376.5,18.04
276065.01,24.04,11.35,207185.45,18.04
275896.02,24.05,11.36,207692.61,18.1
275702.51,24.05,11.36,207523.87,18.1
275826.31,24.08,11.39,207542.27,18.12
275663.57,24.09,11.4,207310.41,18.12
275500.83,24.1,11.41,207219.49,18.13
275543.68,24.12,11.43,207549.54,18.17
275419.64,24.13,11.44,207372.34,18.17
275238.39,24.13,11.44,207166.25,18.17
275407.5,24.16,11.47,207763.36,18.23
275407.5,24.16,11.47,207780.85,18.23
275206.92,24.17,11.47,207568.62,18.23
274998.92,24.15,11.46,207398.3,18.22
275122.72,24.18,11.49,207430.49,18.23
274107.34,24.27,11.57,206947.02,18.32
273897.54,24.25,11.56,206746.29,18.31
273734.8,24.26,11.57,206530.62,18.3
273572.06,24.27,11.57,206502.65,18.32
273426.15,24.28,11.58,206811.54,18.36
273302.11,24.29,11.59,206417.27,18.34
273302.11,24.29,11.59,206417.27,18.34
273301.39,24.31,11.62,206647.82,18.38
273425.19,24.34,11.65,206720.82,18.4
273262.45,24.35,11.66,206510.42,18.4
273546.5,24.38,11.69,206381.98,18.4
273190.74,24.36,11.67,206601.75,18.42
273351.79,24.39,11.7,206354.2,18.41
273227.75,24.4,11.71,207445.08,18.53
273505.22,24.44,11.74,207354.94,18.53
273629.02,24.47,11.78,207427.95,18.55
273629.02,24.47,11.78,207427.95,18.55
273904.8,24.5,11.81,207224.07,18.54
273904.8,24.5,11.81,207224.07,18.54
273763.09,24.51,11.82,207708.19,18.6
273784.91,24.53,11.84,207382.76,18.58
273241.88,24.53,11.84,206965.57,18.58
273117.85,24.54,11.85,206972.26,18.6
272887.96,24.52,11.83,206757.5,18.58
