order,workload,sc_policy,tune,seed,num_pod,cpu_milli,num_gpu,gpu_milli,gpu_type_req
91,openb_pod_list_gpuspec25,01-Random,1.3,42,3,15700,1,1000,V100M16|V100M32
92,openb_pod_list_gpuspec25,01-Random,1.3,42,3,3150,1,1000,V100M16|V100M32|V100M32
93,openb_pod_list_gpuspec25,01-Random,1.3,42,3,4150,1,370,P100
94,openb_pod_list_gpuspec25,01-Random,1.3,42,3,9810,1,1000,P100|T4|V100M16|V100M32
95,openb_pod_list_gpuspec25,01-Random,1.3,42,3,15200,1,1000,V100M32
96,openb_pod_list_gpuspec25,01-Random,1.3,42,3,24200,1,1000,G2
97,openb_pod_list_gpuspec25,01-Random,1.3,42,3,3150,1,1000,G2|P100|T4|V100M16|V100M32
98,openb_pod_list_gpuspec25,01-Random,1.3,42,3,4150,1,370,T4
99,openb_pod_list_gpuspec25,01-Random,1.3,42,3,3150,1,1000,P100|T4|V100M16|V100M32
100,openb_pod_list_gpuspec25,01-Random,1.3,42,3,15700,1,1000,P100|V100M16|V100M32
101,openb_pod_list_gpuspec25,01-Random,1.3,42,3,4150,1,370,<none>
102,openb_pod_list_gpuspec25,01-Random,1.3,42,2,16000,1,1000,P100|V100M16
103,openb_pod_list_gpuspec25,01-Random,1.3,42,2,4150,1,810,P100
104,openb_pod_list_gpuspec25,01-Random,1.3,42,2,15700,1,1000,P100|V100M16
105,openb_pod_list_gpuspec25,01-Random,1.3,42,2,4150,1,550,P100
106,openb_pod_list_gpuspec25,01-Random,1.3,42,2,120000,8,1000,<none>
107,openb_pod_list_gpuspec25,01-Random,1.3,42,2,88000,8,1000,G2
108,openb_pod_list_gpuspec25,01-Random,1.3,42,2,4000,1,1000,V100M32
109,openb_pod_list_gpuspec25,01-Random,1.3,42,2,18710,1,1000,P100|T4|V100M16|V100M32
110,openb_pod_list_gpuspec25,01-Random,1.3,42,2,9400,1,1000,T4
111,openb_pod_list_gpuspec25,01-Random,1.3,42,2,11400,1,1000,V100M16|V100M32|V100M32
112,openb_pod_list_gpuspec25,01-Random,1.3,42,2,18710,1,1000,P100|V100M16|V100M32
113,openb_pod_list_gpuspec25,01-Random,1.3,42,2,8000,1,1000,V100M16|V100M32
114,openb_pod_list_gpuspec25,01-Random,1.3,42,2,16000,1,1000,V100M32
115,openb_pod_list_gpuspec25,01-Random,1.3,42,2,4000,1,1000,V100M16|V100M32
116,openb_pod_list_gpuspec25,01-Random,1.3,42,2,4000,1,230,P100
117,openb_pod_list_gpuspec25,01-Random,1.3,42,2,16400,1,1000,V100M16|V100M32
118,openb_pod_list_gpuspec25,01-Random,1.3,42,2,9810,1,1000,G3
119,openb_pod_list_gpuspec25,01-Random,1.3,42,2,6000,1,1000,<none>
120,openb_pod_list_gpuspec25,01-Random,1.3,42,2,8000,1,650,T4
121,openb_pod_list_gpuspec25,01-Random,1.3,42,2,14900,1,1000,V100M32
122,openb_pod_list_gpuspec25,01-Random,1.3,42,2,15700,1,1000,G2|P100|T4|V100M16|V100M32
123,openb_pod_list_gpuspec25,01-Random,1.3,42,2,11910,1,1000,V100M16|V100M32
124,openb_pod_list_gpuspec25,01-Random,1.3,42,2,15400,1,1000,<none>
125,openb_pod_list_gpuspec25,01-Random,1.3,42,2,11910,1,1000,G2
126,openb_pod_list_gpuspec25,01-Random,1.3,42,2,6000,2,1000,<none>
127,openb_pod_list_gpuspec25,01-Random,1.3,42,2,60200,4,1000,<none>
128,openb_pod_list_gpuspec25,01-Random,1.3,42,2,8000,1,220,P100
129,openb_pod_list_gpuspec25,01-Random,1.3,42,2,8000,1,650,<none>
130,openb_pod_list_gpuspec25,01-Random,1.3,42,2,12000,1,460,<none>
131,openb_pod_list_gpuspec25,01-Random,1.3,42,2,32200,4,1000,G2
132,openb_pod_list_gpuspec25,01-Random,1.3,42,2,12000,1,1000,G3
133,openb_pod_list_gpuspec25,01-Random,1.3,42,2,32000,4,1000,G2
134,openb_pod_list_gpuspec25,01-Random,1.3,42,2,4000,1,220,P100
135,openb_pod_list_gpuspec25,01-Random,1.3,42,2,8000,1,470,G2|P100|T4|V100M16|V100M32
136,openb_pod_list_gpuspec25,01-Random,1.3,42,1,120200,8,1000,G2
137,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11400,1,1000,P100
138,openb_pod_list_gpuspec25,01-Random,1.3,42,1,1000,1,1000,T4
139,openb_pod_list_gpuspec25,01-Random,1.3,42,1,7000,1,1000,T4
140,openb_pod_list_gpuspec25,01-Random,1.3,42,1,64200,8,1000,G3
141,openb_pod_list_gpuspec25,01-Random,1.3,42,1,32000,4,1000,V100M16|V100M32|V100M32
142,openb_pod_list_gpuspec25,01-Random,1.3,42,1,15200,1,1000,P100|V100M16|V100M32
143,openb_pod_list_gpuspec25,01-Random,1.3,42,1,88000,8,1000,G3
144,openb_pod_list_gpuspec25,01-Random,1.3,42,1,16000,1,1000,P100|V100M16|V100M32
145,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11910,1,1000,V100M16
146,openb_pod_list_gpuspec25,01-Random,1.3,42,1,6000,2,1000,P100|V100M16|V100M32
147,openb_pod_list_gpuspec25,01-Random,1.3,42,1,24200,1,1000,P100|T4|V100M16|V100M32
148,openb_pod_list_gpuspec25,01-Random,1.3,42,1,3150,1,1000,P100|V100M16
149,openb_pod_list_gpuspec25,01-Random,1.3,42,1,12000,1,1000,P100|T4|V100M16|V100M32
150,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11900,1,1000,V100M16
151,openb_pod_list_gpuspec25,01-Random,1.3,42,1,8000,1,1000,P100|V100M16
152,openb_pod_list_gpuspec25,01-Random,1.3,42,1,9400,1,1000,V100M16|V100M32
153,openb_pod_list_gpuspec25,01-Random,1.3,42,1,4000,1,480,P100
154,openb_pod_list_gpuspec25,01-Random,1.3,42,1,24200,1,1000,P100|V100M16|V100M32
155,openb_pod_list_gpuspec25,01-Random,1.3,42,1,3150,1,1000,G3
156,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11400,1,1000,P100|T4|V100M16|V100M32
157,openb_pod_list_gpuspec25,01-Random,1.3,42,1,16400,1,1000,P100|T4|V100M16|V100M32
158,openb_pod_list_gpuspec25,01-Random,1.3,42,1,16200,2,1000,<none>
159,openb_pod_list_gpuspec25,01-Random,1.3,42,1,14900,1,1000,G3
160,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11300,1,1000,G2|P100|T4|V100M16|V100M32
161,openb_pod_list_gpuspec25,01-Random,1.3,42,1,7000,1,1000,<none>
162,openb_pod_list_gpuspec25,01-Random,1.3,42,1,14900,1,1000,T4
163,openb_pod_list_gpuspec25,01-Random,1.3,42,1,3150,1,1000,V100M32
164,openb_pod_list_gpuspec25,01-Random,1.3,42,1,24200,1,1000,A10|G2|T4|V100M16|V100M32
165,openb_pod_list_gpuspec25,01-Random,1.3,42,1,9400,1,1000,<none>
166,openb_pod_list_gpuspec25,01-Random,1.3,42,1,9400,1,1000,V100M16|V100M32|V100M32
167,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11300,1,1000,A10|G2|T4|V100M16|V100M32
168,openb_pod_list_gpuspec25,01-Random,1.3,42,1,14900,1,1000,G2
169,openb_pod_list_gpuspec25,01-Random,1.3,42,1,3150,1,590,P100
170,openb_pod_list_gpuspec25,01-Random,1.3,42,1,3150,1,810,G2|P100|T4|V100M16|V100M32
171,openb_pod_list_gpuspec25,01-Random,1.3,42,1,16000,1,1000,G3
172,openb_pod_list_gpuspec25,01-Random,1.3,42,1,16200,2,1000,P100|V100M16|V100M32
173,openb_pod_list_gpuspec25,01-Random,1.3,42,1,1000,1,320,T4
174,openb_pod_list_gpuspec25,01-Random,1.3,42,1,8200,1,1000,G2
175,openb_pod_list_gpuspec25,01-Random,1.3,42,1,8000,1,480,T4
176,openb_pod_list_gpuspec25,01-Random,1.3,42,1,8000,1,440,<none>
177,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11910,1,470,G2|P100|T4|V100M16|V100M32
178,openb_pod_list_gpuspec25,01-Random,1.3,42,1,8000,1,1000,V100M16|V100M32|V100M32
179,openb_pod_list_gpuspec25,01-Random,1.3,42,1,16000,1,1000,A10|G2|T4|V100M16|V100M32
180,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11910,1,1000,V100M16|V100M32|V100M32
181,openb_pod_list_gpuspec25,01-Random,1.3,42,1,9810,1,1000,G2
182,openb_pod_list_gpuspec25,01-Random,1.3,42,1,11900,1,1000,V100M16|V100M32
183,openb_pod_list_gpuspec25,01-Random,1.3,42,1,8000,1,320,T4
184,openb_pod_list_gpuspec25,01-Random,1.3,42,1,3150,1,1000,A10|G2|T4|V100M16|V100M32
185,openb_pod_list_gpuspec25,01-Random,1.3,42,1,14900,1,1000,<none>
0,openb_pod_list_gpuspec25,02-DotProd,1.3,42,226,3150,1,810,<none>
1,openb_pod_list_gpuspec25,02-DotProd,1.3,42,170,3150,1,810,T4
2,openb_pod_list_gpuspec25,02-DotProd,1.3,42,164,11300,1,1000,<none>
3,openb_pod_list_gpuspec25,02-DotProd,1.3,42,118,11400,1,1000,<none>
4,openb_pod_list_gpuspec25,02-DotProd,1.3,42,117,11300,1,1000,T4
5,openb_pod_list_gpuspec25,02-DotProd,1.3,42,91,11400,1,1000,T4
6,openb_pod_list_gpuspec25,02-DotProd,1.3,42,85,3150,1,810,P100
7,openb_pod_list_gpuspec25,02-DotProd,1.3,42,84,3150,1,1000,<none>
8,openb_pod_list_gpuspec25,02-DotProd,1.3,42,81,11910,1,470,<none>
9,openb_pod_list_gpuspec25,02-DotProd,1.3,42,71,8000,1,470,<none>
10,openb_pod_list_gpuspec25,02-DotProd,1.3,42,69,3150,1,1000,T4
11,openb_pod_list_gpuspec25,02-DotProd,1.3,42,67,12000,1,1000,<none>
12,openb_pod_list_gpuspec25,02-DotProd,1.3,42,64,11910,1,470,T4
13,openb_pod_list_gpuspec25,02-DotProd,1.3,42,60,8000,1,470,T4
14,openb_pod_list_gpuspec25,02-DotProd,1.3,42,58,18710,1,1000,<none>
15,openb_pod_list_gpuspec25,02-DotProd,1.3,42,55,4000,1,320,<none>
16,openb_pod_list_gpuspec25,02-DotProd,1.3,42,49,11910,1,650,<none>
17,openb_pod_list_gpuspec25,02-DotProd,1.3,42,41,8000,1,1000,<none>
18,openb_pod_list_gpuspec25,02-DotProd,1.3,42,38,9810,1,1000,<none>
19,openb_pod_list_gpuspec25,02-DotProd,1.3,42,34,6000,1,460,<none>
20,openb_pod_list_gpuspec25,02-DotProd,1.3,42,33,11300,1,1000,V100M16|V100M32
21,openb_pod_list_gpuspec25,02-DotProd,1.3,42,32,11910,1,650,T4
22,openb_pod_list_gpuspec25,02-DotProd,1.3,42,32,4000,1,1000,<none>
23,openb_pod_list_gpuspec25,02-DotProd,1.3,42,31,11910,1,650,P100
24,openb_pod_list_gpuspec25,02-DotProd,1.3,42,31,4000,1,320,T4
25,openb_pod_list_gpuspec25,02-DotProd,1.3,42,30,9810,1,1000,T4
26,openb_pod_list_gpuspec25,02-DotProd,1.3,42,30,12000,1,1000,T4
27,openb_pod_list_gpuspec25,02-DotProd,1.3,42,30,11910,1,1000,<none>
28,openb_pod_list_gpuspec25,02-DotProd,1.3,42,30,15700,1,1000,<none>
29,openb_pod_list_gpuspec25,02-DotProd,1.3,42,28,11910,1,470,P100
30,openb_pod_list_gpuspec25,02-DotProd,1.3,42,27,16000,1,1000,<none>
31,openb_pod_list_gpuspec25,02-DotProd,1.3,42,26,4000,1,230,<none>
32,openb_pod_list_gpuspec25,02-DotProd,1.3,42,25,4000,1,320,P100
33,openb_pod_list_gpuspec25,02-DotProd,1.3,42,25,18710,1,1000,T4
34,openb_pod_list_gpuspec25,02-DotProd,1.3,42,24,15700,1,1000,T4
35,openb_pod_list_gpuspec25,02-DotProd,1.3,42,24,4000,1,1000,T4
36,openb_pod_list_gpuspec25,02-DotProd,1.3,42,24,3150,1,1000,V100M16|V100M32
37,openb_pod_list_gpuspec25,02-DotProd,1.3,42,22,8000,1,470,P100
38,openb_pod_list_gpuspec25,02-DotProd,1.3,42,20,8000,1,1000,T4
39,openb_pod_list_gpuspec25,02-DotProd,1.3,42,20,11910,1,1000,T4
40,openb_pod_list_gpuspec25,02-DotProd,1.3,42,19,11300,1,1000,P100|V100M16|V100M32
41,openb_pod_list_gpuspec25,02-DotProd,1.3,42,16,16000,1,1000,T4
42,openb_pod_list_gpuspec25,02-DotProd,1.3,42,16,14200,1,1000,<none>
43,openb_pod_list_gpuspec25,02-DotProd,1.3,42,16,11300,1,1000,G2
44,openb_pod_list_gpuspec25,02-DotProd,1.3,42,14,3150,1,590,T4
45,openb_pod_list_gpuspec25,02-DotProd,1.3,42,13,4150,1,550,T4
46,openb_pod_list_gpuspec25,02-DotProd,1.3,42,13,11400,1,1000,V100M16|V100M32
47,openb_pod_list_gpuspec25,02-DotProd,1.3,42,13,12000,1,1000,V100M16|V100M32
48,openb_pod_list_gpuspec25,02-DotProd,1.3,42,13,3150,1,590,<none>
49,openb_pod_list_gpuspec25,02-DotProd,1.3,42,13,4150,1,370,<none>
50,openb_pod_list_gpuspec25,02-DotProd,1.3,42,13,11900,1,1000,<none>
51,openb_pod_list_gpuspec25,02-DotProd,1.3,42,12,11300,1,1000,V100M16|V100M32|V100M32
52,openb_pod_list_gpuspec25,02-DotProd,1.3,42,12,16000,1,1000,V100M16|V100M32
53,openb_pod_list_gpuspec25,02-DotProd,1.3,42,12,6000,1,460,T4
54,openb_pod_list_gpuspec25,02-DotProd,1.3,42,12,24200,1,1000,<none>
55,openb_pod_list_gpuspec25,02-DotProd,1.3,42,11,4000,1,230,T4
56,openb_pod_list_gpuspec25,02-DotProd,1.3,42,10,4150,1,370,T4
57,openb_pod_list_gpuspec25,02-DotProd,1.3,42,10,24200,1,1000,T4
58,openb_pod_list_gpuspec25,02-DotProd,1.3,42,10,11400,1,1000,P100|V100M16|V100M32
59,openb_pod_list_gpuspec25,02-DotProd,1.3,42,10,8000,1,320,<none>
60,openb_pod_list_gpuspec25,02-DotProd,1.3,42,9,14200,1,1000,T4
61,openb_pod_list_gpuspec25,02-DotProd,1.3,42,9,4150,1,550,<none>
62,openb_pod_list_gpuspec25,02-DotProd,1.3,42,9,4150,1,810,<none>
63,openb_pod_list_gpuspec25,02-DotProd,1.3,42,8,6000,1,460,P100
64,openb_pod_list_gpuspec25,02-DotProd,1.3,42,8,12000,1,1000,P100|V100M16|V100M32
65,openb_pod_list_gpuspec25,02-DotProd,1.3,42,8,3150,1,1000,G2
66,openb_pod_list_gpuspec25,02-DotProd,1.3,42,8,8000,1,220,<none>
67,openb_pod_list_gpuspec25,02-DotProd,1.3,42,7,4000,1,230,P100
68,openb_pod_list_gpuspec25,02-DotProd,1.3,42,7,4000,1,220,P100
69,openb_pod_list_gpuspec25,02-DotProd,1.3,42,7,8000,1,320,T4
70,openb_pod_list_gpuspec25,02-DotProd,1.3,42,7,8000,1,320,P100
71,openb_pod_list_gpuspec25,02-DotProd,1.3,42,7,3150,1,1000,P100|V100M16|V100M32
72,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,3150,1,590,P100
73,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,15700,1,1000,P100|V100M16|V100M32
74,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,18710,1,1000,V100M16|V100M32
75,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,8000,1,230,T4
76,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,3150,1,1000,P100|T4|V100M16|V100M32
77,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,9810,1,1000,V100M16|V100M32
78,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,18710,1,1000,G2
79,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,8000,1,1000,G2
80,openb_pod_list_gpuspec25,02-DotProd,1.3,42,6,4000,1,220,<none>
81,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,8000,1,650,P100
82,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,15200,1,1000,T4
83,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,16400,1,1000,T4
84,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,9810,1,1000,P100|V100M16|V100M32
85,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,4000,1,220,T4
86,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,11400,1,1000,G2
87,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,16400,1,1000,<none>
88,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,8200,1,1000,<none>
89,openb_pod_list_gpuspec25,02-DotProd,1.3,42,5,11300,1,1000,G3
90,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,8000,1,220,P100
91,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,15700,1,1000,P100|V100M16
92,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,11400,1,1000,V100M16|V100M32|V100M32
93,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,11900,1,1000,T4
94,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,18710,1,1000,P100|V100M16|V100M32
95,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,4150,1,550,P100
96,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,8000,1,1000,V100M16|V100M32
97,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,15700,1,1000,V100M16|V100M32
98,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,4150,1,370,P100
99,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,8200,1,1000,T4
100,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,1000,1,320,T4
101,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,4000,1,1000,V100M16|V100M32
102,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,11400,1,1000,G3
103,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,4000,1,1000,G2
104,openb_pod_list_gpuspec25,02-DotProd,1.3,42,4,15200,1,1000,<none>
105,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,8000,1,650,T4
106,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,4150,1,810,P100
107,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,11300,1,1000,V100M32
108,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,11910,1,1000,V100M16|V100M32
109,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,4150,1,810,T4
110,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,14200,1,1000,V100M16|V100M32
111,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,12000,1,1000,V100M32
112,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,8000,1,220,T4
113,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,17400,2,1000,P100|V100M16|V100M32
114,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,3150,1,1000,V100M16|V100M32|V100M32
115,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,9810,1,1000,P100|T4|V100M16|V100M32
116,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,15200,1,1000,V100M32
117,openb_pod_list_gpuspec25,02-DotProd,1.3,42,3,88000,8,1000,<none>
118,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,14200,1,1000,P100|V100M16|V100M32
119,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,8000,1,480,T4
120,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,3150,1,1000,V100M32
121,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,14900,1,1000,T4
122,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,8000,1,1000,P100|V100M16|V100M32
123,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,11910,1,1000,V100M16|V100M32|V100M32
124,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,9400,1,1000,V100M16|V100M32|V100M32
125,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,4000,1,480,P100
126,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,8000,1,440,T4
127,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,16000,1,1000,P100|V100M16
128,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,16000,1,1000,P100|V100M16|V100M32
129,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,6000,1,160,P100
130,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,4000,1,1000,V100M32
131,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,18710,1,1000,P100|T4|V100M16|V100M32
132,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,9400,1,1000,T4
133,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,16000,1,1000,V100M32
134,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,16400,1,1000,V100M16|V100M32
135,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,14900,1,1000,V100M32
136,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,12000,1,1000,G2
137,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,15400,1,1000,<none>
138,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,11400,1,1000,A10|G2|T4|V100M16|V100M32
139,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,4000,1,480,<none>
140,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,14200,1,1000,G2
141,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,11910,1,1000,G2
142,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,6000,2,1000,<none>
143,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,64200,8,1000,<none>
144,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,60200,4,1000,<none>
145,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,8000,1,650,<none>
146,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,12000,1,460,<none>
147,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,32200,4,1000,G2
148,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,12000,1,1000,G3
149,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,32000,4,1000,G2
150,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,24200,1,1000,G2
151,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,4000,1,350,<none>
152,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,3150,1,1000,G2|P100|T4|V100M16|V100M32
153,openb_pod_list_gpuspec25,02-DotProd,1.3,42,2,8000,1,470,G2|P100|T4|V100M16|V100M32
154,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,120200,8,1000,G2
155,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11400,1,1000,P100|V100M16
156,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,15700,1,1000,A10|T4
157,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,8710,1,1000,P100
158,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,6000,1,320,T4
159,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,9810,1,1000,V100M16
160,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,16400,1,1000,A10|T4
161,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,7000,1,1000,V100M16|V100M32
162,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4000,1,1000,P100|V100M16|V100M32
163,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,8000,1,1000,A10|T4
164,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,15700,1,1000,V100M16|V100M32|V100M32
165,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,8000,1,230,P100
166,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4000,1,480,T4
167,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,15400,1,1000,T4
168,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11900,1,1000,P100|V100M16|V100M32
169,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,14900,1,1000,P100|V100M16|V100M32
170,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11400,1,1000,P100
171,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,12000,1,460,P100
172,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,15700,1,1000,V100M16
173,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11910,1,1000,P100|V100M16
174,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,18710,1,1000,V100M16|V100M32|V100M32
175,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,1000,1,1000,T4
176,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,7000,1,1000,T4
177,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11900,1,1000,P100|T4|V100M16|V100M32
178,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11910,1,1000,P100|V100M16|V100M32
179,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,30200,2,1000,P100|V100M16|V100M32
180,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11300,1,1000,P100|T4|V100M16|V100M32
181,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11300,1,1000,P100|V100M16
182,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,15700,1,1000,P100|T4|V100M16|V100M32
183,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4000,1,1000,V100M16|V100M32|V100M32
184,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,32000,4,1000,V100M16|V100M32|V100M32
185,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,15200,1,1000,P100|V100M16|V100M32
186,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4150,1,270,T4
187,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4000,1,350,T4
188,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11910,1,1000,V100M16
189,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,6000,2,1000,P100|V100M16|V100M32
190,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,24200,1,1000,P100|T4|V100M16|V100M32
191,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,3150,1,1000,P100|V100M16
192,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,12000,1,1000,P100|T4|V100M16|V100M32
193,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11900,1,1000,V100M16
194,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,8000,1,1000,P100|V100M16
195,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,9400,1,1000,V100M16|V100M32
196,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,24200,1,1000,P100|V100M16|V100M32
197,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,11400,1,1000,P100|T4|V100M16|V100M32
198,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,16400,1,1000,P100|T4|V100M16|V100M32
199,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4000,1,1000,P100|T4|V100M16|V100M32
200,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,1000,1,320,P100
201,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,9810,1,1000,G3
202,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,7000,1,1000,<none>
203,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,6000,1,460,G2|P100|T4|V100M16|V100M32
204,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,4000,1,330,<none>
205,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,24200,1,1000,A10|G2|T4|V100M16|V100M32
206,openb_pod_list_gpuspec25,02-DotProd,1.3,42,1,9400,1,1000,<none>
